"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"11","city","online","risk","kerby","live","empty","paper","philippines","restriction","store","indias","abortion","allow","shop","india","transport","museum","prayer","capacity","resume","guideline","disneyland","allow","business","allow","restriction","governor","california","red","pizza","operate","high","department","taf","bar","food","continue","china","screen","atla","symptom","employee","nurse","koreas","kim","china","northern","december","disease","crew","full","grand","open","home","quarantine","australian","currently","heart","travel","review","board","effective","effective","institute","anthony","someone","way","remain","alert","lab","panama","may","instruction","curb","respondent","moderna","fiscus","get","vaccinate"
"12","outside","just","time","empty","face","red","buy","grocery","delhi","nationwide","countrys","rule","strict","store","lift","restaurant","close","lockdown","activity","service","bar","must","park","allow","dine","gov","gov","restriction","murphy","hut","stock","dine","reopen","minister","holiday","increase","average","covering","twitter","judge","symptomatic","outbreak","educate","cargo","import","park","navajo","taiwan","tourist","prisoner","space","slam","tokyo","western","test","employee","group","holland","eat","request","severe","allergy","develop","dr","currently","scientist","transmit","ease","government","capital","mobility","operation","physician","household","large","vaccination","law","announcement","include"
"13","lockdown","drone","go","home","situation","roll","reopen","mortgage","pharmacy","pradesh","modi","narendra","restaurant","activity","business","turkey","lift","social","outdoor","enter","retail","capacity","gym","york","new","gathering","park","party","distance","close","high","report","seat","close","measure","korea","canadian","million","virus","facility","kashgar","symptom","anderson","dance","custom","area","total","area","finland","ban","local","ahead","zealand","bowl","australian","saturday","contact","replace","digital","measure","astrazenecas","institute","story","protect","infectious","biotech","stress","sure","monday","extend","round","lose","relax","de","american","five","prohibit","vaccinate","pay"
"14","tell","try","home","ukrainian","delivery","volunteer","uber","pharmacy","grocery","narendra","operate","maharashtra","extend","lift","nationwide","monday","beach","curfew","mall","bar","business","service","announce","cuomo","restriction","gather","shut","los","contact","dine","future","mandate","nearly","enter","week","ontario","sri","official","case","official","shufu","ballot","positive","cluster","korean","jong","metropolitan","locallytransmitted","beijings","capital","pass","positive","prove","quarantine","bowl","case","six","active","uptick","raise","hospitalization","national","allergy","announce","get","host","europe","still","epidemic","chief","separate","la","career","garden","state","number","require","department","add"
"15","family","stay","live","get","canary","tourist","confusion","mask","will","leave","shelter","punjab","activity","level","gathering","resume","shop","park","open","limit","must","bar","restriction","venue","close","reopen","party","turner","francisco","allow","reopen","bar","allow","apply","public","public","trudeau","commission","authority","china","poll","quarantine","assist","transmit","exam","cleverly","control","test","prevention","prevention","link","charter","postpone","event","tie","record","employee","spectator","transportation","concern","fauci","clinical","advise","protection","know","vaccination","approach","get","news","five","canada","taipei","easy","also","case","heart","adolescent","announce","white"
"16","many","tell","host","indiana","shop","fire","customer","uber","water","worker","train","apple","rule","open","close","announce","resume","phase","remain","business","open","plan","outdoor","limit","statement","investor","visitor","limit","access","lamont","pub","investor","gov","school","just","gathering","city","hospital","official","girl","election","selfquarantining","test","hold","trade","covax","link","wale","district","test","air","tiley","music","hotel","sport","japans","olympic","blood","us","passport","safety","immunity","stop","trial","however","coordinate","predict","miss","age","several","collect","adult","aug","american","conduct","report","public","contractor","workforce"
"17","shop","watch","adoption","kao","takeout","cnn","attraction","close","million","essential","khan","allow","government","bar","may","lift","ease","announce","restaurant","distance","enter","will","close","park","limit","resurgence","violation","court","serve","permit","table","sp","red","continue","young","effort","hospitalization","program","die","test","vote","report","contact","area","brief","seoul","sydney","northern","area","decree","area","victoria","ardern","perth","play","active","paris","cleveland","detail","clear","express","dose","apply","pause","trial","team","play","experiment","command","monday","good","louisiana","cnns","additional","implement","people","tell","bidens","announcement"
"18","food","sell","fear","policy","food","zone","shop","closure","modi","thousand","capital","construction","council","extend","home","shop","begin","open","service","june","shop","outdoor","michigan","restriction","phase","seat","island","fine","governor","outdoor","indoor","outdoor","miamidade","restaurant","arab","guideline","next","locally","people","ice","report","test","outbreak","studio","september","measure","religious","local","new","restaurant","facility","passenger","organizer","positive","work","colorado","belgium","dewine","pose","global","analysis","participant","opinion","age","age","moderna","secretary","gupta","locally","center","end","charge","electronic","recover","leave","say","college","regular","house"
"19","able","people","indian","try","island","pack","lock","restaurant","mumbai","uttar","restriction","bar","police","ease","strict","open","eid","beach","indoor","guest","dine","guideline","theater","store","cuomo","order","houston","eat","back","npc","seat","state","positivity","space","mandatory","limit","virus","chest","resident","complete","spokesperson","positive","neighbor","airport","november","island","saturday","total","traveler","report","tuesday","test","festival","olympic","disney","nba","spectator","maximum","addition","government","symptomatic","release","efficacy","high","infect","company","really","therefore","transmit","tell","rollout","march","experience","likely","life","conduct","department","source","announce"
"20","cnn","casino","chen","tell","lombardy","shopper","vanni","online","factory","package","basic","limit","extension","may","remain","street","strict","mayor","measure","shop","announce","mall","july","michigan","today","sign","rhode","raimondo","los","nasdaq","record","must","table","walsh","apart","gov","official","report","general","case","identify","worker","selfisolating","test","countrys","dec","korean","avalon","seoul","facility","february","practice","team","region","contact","miller","torch","logistic","america","national","late","circulate","newspaper","world","need","back","recent","susceptible","china","say","america","available","speech","win","mayor","importance","fire","vaccination","union"
"21","another","eat","eat","buy","stay","everyone","government","company","capital","police","site","area","essential","movement","cafe","curfew","country","start","ease","able","guest","announce","murphy","alcohol","business","operate","allow","island","future","sp","dow","stock","close","benjamin","friday","high","past","authority","immediate","final","tuesday","dozen","now","turkey","report","brief","koreas","report","kwon","conference","work","australia","infect","guard","able","play","refrain","comply","write","update","allergy","good","eua","gao","people","department","phase","substantial","minister","will","spread","local","difference","show","vary","institution","pernell","attest","spread"
"22","can","everyone","delivery","late","tenerife","store","police","order","nine","shelter","funeral","indias","bar","indias","minister","passenger","gathering","shop","begin","ease","education","education","capacity","jenkins","less","release","reopen","reduce","jersey","navy","point","reopen","must","order","space","bureau","province","emergency","circulate","identify","government","app","symptom","asymptomatic","thailand","local","new","import","metropolitan","yoon","church","strict","detect","emergency","force","begin","behavior","wed","recommend","location","company","last","modernas","chinese","advise","request","lockdown","lanka","council","new","late","deliver","learn","early","visit","link","sign","remark","sept"
"23","say","train","wait","shop","stop","brisbane","just","operate","nationwide","african","worker","april","district","home","open","service","guideline","limit","enter","park","district","limit","church","new","requirement","north","issue","dine","california","weekend","allow","allow","outdoor","impose","close","suga","area","wisconsin","solution","expect","resident","beach","measure","shanghai","mitigation","authority","raise","authority","resort","metropolitan","prisoner","event","program","area","around","event","reaction","multisystem","date","covid","independent","shot","circulate","request","beyond","camp","van","england","case","cecc","population","work","guidance","beyond","course","man","outreach","american","moratorium"
"24","see","find","medium","supermarket","wear","culver","empty","bank","leave","boyfriend","service","restriction","worker","council","extend","train","nationwide","measure","monday","theater","can","resort","jersey","establishment","activity","will","san","governor","island","theater","february","dow","remain","ryan","gather","inspection","activity","warn","janeiro","local","official","locally","metropolitan","metropolitan","curb","border","transmit","eight","three","total","detention","leave","international","tennis","japan","schedule","reality","george","visit","discrimination","show","six","biotech","director","allergy","teacher","towards","recent","taiwans","command","outbreak","large","ask","colleague","vacation","ministry","indiana","also","secretary"
"25","wear","leave","food","scare","restriction","gate","church","like","pizza","singh","customer","retail","store","nationwide","authority","social","minister","museum","venue","permit","restriction","bowser","governor","close","now","mayor","judge","pay","school","public","composite","tech","establishment","ventilator","thursday","restaurant","town","statement","rio","pend","korean","correction","street","agency","locally","trace","indian","pilot","positive","urge","moon","star","will","tiley","organizer","state","australian","vigilant","community","foreigner","statement","modernas","director","development","lamont","podcast","wave","approach","suspend","contract","spend","among","final","guest","representative","protective","permission","must","feature"
"26","street","town","get","mask","close","shelf","area","able","delivery","video","grocery","delivery","maharashtra","gathering","measure","minister","may","begin","city","retail","mall","theme","continue","order","gathering","stock","order","angeles","open","los","beyond","area","nightclub","open","area","release","holiday","outbreak","student","southern","china","service","koreas","distance","park","metropolitan","local","since","city","seoul","series","day","nba","peel","league","wednesday","active","crowd","avoid","map","pharmaceutical","monitor","covaxin","reason","disease","mask","kid","need","announce","extensive","taiwan","per","daily","hand","decrease","right","include","veteran","verify"
"27","group","area","everyone","anyone","fear","cross","panic","bernama","essential","animal","income","delhi","quarantine","zealand","police","start","alfitr","guideline","start","guideline","service","gym","resume","state","park","nasdaq","open","park","city","press","permit","point","high","lock","keep","israel","dine","new","indian","village","person","prison","prison","five","strict","cbp","country","zealand","control","australian","heart","rule","melbourne","west","spectator","circuit","plan","pilot","authority","app","national","herd","go","medium","expand","august","partnership","boris","face","principal","egypt","health","big","parent","accordance","spokesperson","consent","agency","contractor"
"28","like","single","paper","back","get","bethlehem","get","door","narendra","job","railway","guaido","protest","limit","monday","nationwide","start","activity","quarantine","public","june","pub","pub","table","public","ducey","restriction","enforcement","despite","will","maximum","restaurant","case","bar","agency","province","bar","conference","statement","america","press","voter","app","hall","initial","kcna","agency","taiwanese","quarantine","pilot","transfer","twitter","vow","premier","tennis","mumbai","victory","contribute","want","document","infectious","south","release","get","clinical","worldwide","level","officer","include","wish","match","experience","chief","possible","nothing","vary","appointment","similar","lawyer"
"29","public","even","trap","say","dozen","street","visit","corporate","per","prime","andrés","odisha","may","relax","ministry","india","ministry","remain","school","gym","four","california","delaware","avoid","california","remain","diego","violation","gov","around","dine","thursday","goal","rate","positive","freeze","report","import","address","accordance","office","reeve","work","lam","conference","case","prevention","taiwans","report","thailand","monitor","organizer","bubble","super","uefa","ambulance","outside","americas","allow","result","clinical","develop","can","every","think","availability","concern","collect","current","serve","argentina","jump","will","post","back","household","tanksley","administration","office"
"30","empty","one","drone","look","closure","see","closure","pritzker","territory","allow","bmc","prime","wuhan","southern","able","home","phase","outdoor","park","measure","plan","seat","move","rule","county","city","file","serve","seat","thing","county","metro","threshold","decline","community","theme","death","infection","transportation","yorker","commission","work","japanese","tianjin","facility","winter","nsw","outbreak","china","link","necessary","film","animal","open","cut","daniel","household","dozen","remain","conduct","niaid","even","quickly","cnn","institute","india","coordinate","summer","capital","essential","indonesia","occur","compare","right","three","rely","already","thursday","speak"
"31","hall","cnn","scare","work","operate","municipality","qr","social","affect","pet","cv","customer","nonessential","state","can","group","measure","able","sport","remain","resume","dc","pool","worship","center","theater","impact","close","wall","release","street","claim","transportation","start","super","move","young","investigation","mkhize","examine","launch","case","minister","jong","nearly","accuse","government","quarantine","contact","thursday","trace","medically","room","close","anna","inequality","senior","improve","high","order","outdate","show","different","expand","explain","commissioner","overwhelm","half","four","surround","reiterate","resort","right","situation","example","percentage","bill","include","past"
"32","place","mask","take","record","little","union","people","allow","donate","catalla","dighavkar","police","relaxation","remain","strand","museum","public","religious","limit","gathering","school","guest","ducey","decision","must","avoid","letter","dow","organizer","gov","nightclub","limit","option","follow","bahrain","general","minister","transmit","resurgence","milwaukee","confirm","asymptomatic","praise","basketball","agency","control","since","contact","nsw","resident","amazonas","cathedral","island","security","employee","premier","space","resource","group","pass","review","tell","want","vaccinate","point","misinformation","indonesian","strain","around","kemp","bid","separate","dr","stock","governor","foundation","minor","house","administration"
"33","supply","inside","toilet","notice","go","per","dine","street","buy","freeze","sweden","hand","remain","migrant","migrant","limit","social","occupancy","construction","lift","raimondo","school","must","extend","york","two","outdoor","wall","nasdaq","point","friday","remain","foot","must","prayer","contribute","last","information","gov","mexico","people","maine","size","un","effective","country","dedicate","seven","extend","friday","ban","game","pull","digital","attend","player","contribute","entertainment","concern","collins","institute","know","medicine","use","situation","plane","restriction","lift","handle","time","ever","brazils","official","yearold","numb","partially","without","come","make"
"34","put","east","good","like","italian","stay","disneyland","woman","construction","yoga","park","site","measure","strict","week","prime","permit","lift","curfew","maximum","permit","institution","order","andrew","entertainment","shut","resurgence","sp","sp","long","economy","increase","andrew","transmission","movie","day","keep","link","nine","fever","hungarian","officer","import","control","country","accord","park","yoon","kdca","disease","curfew","able","spread","restaurant","close","restriction","thing","mutation","around","action","finding","dr","see","event","still","correct","camp","previously","bharat","date","sander","oregon","see","hair","among","joe","health","cuomo","accommodation"
"35","line","coast","phone","pack","man","toy","find","police","street","grocery","food","will","mumbai","ban","level","measure","impose","bed","occupancy","curfew","hotel","gov","facility","outdoor","gym","news","mayor","high","round","composite","wave","hogan","activity","leave","netanyahu","foot","indefinite","necessary","home","transmit","wednesday","resident","resurgence","declare","distance","make","trace","investigation","northern","center","center","force","notice","four","lockdown","belgium","immediately","overall","note","come","vaccine","enough","administration","look","able","risk","choice","recommend","due","small","bbc","communication","friday","strategy","right","mainly","medical","nearly","effort"
"36","inside","hotel","face","rush","tourist","attack","delivery","essential","live","walk","city","however","indias","ministry","transport","distance","speranza","enforce","lift","start","remain","space","movie","enter","salon","extend","claim","rate","ferrer","reveal","will","decline","force","serious","minimum","space","ontario","monday","understand","total","worker","county","class","wave","relate","leader","accord","official","plane","distance","although","hour","pause","state","visit","contribute","schedule","fast","body","release","monday","see","able","top","back","reduction","course","committee","letter","fight","perfect","extensive","make","internal","de","vigilant","university","white","date"
"37","around","figure","worry","super","introduce","way","jet","loan","month","supermarket","medium","mumbai","april","close","indias","may","retail","holiday","museum","school","may","theater","essential","statewide","news","average","weekend","city","projection","ferrer","economic","obtain","risk","geneva","workplace","peak","justin","state","mask","month","late","person","religious","mass","wednesday","november","confirm","trace","monday","limit","will","play","halt","force","area","confirm","event","america","screening","encourage","cite","strong","total","us","announce","infect","together","child","biotech","option","nervtag","iowa","deputy","contest","house","biontechs","need","workforce","business"
"38","watch","city","policy","panic","italys","carry","restriction","people","hilton","pharmacy","nationwide","caste","meter","worker","area","activity","transport","household","pm","can","drive","five","county","city","extend","high","regulation","rhode","wrong","monday","level","maryland","facility","sharp","yet","due","blunt","resident","new","approximately","north","release","total","accord","dozen","speak","nation","record","spread","sydney","agency","train","summer","will","will","mandatory","early","recent","struggle","vaccination","early","receive","still","month","director","maintain","example","can","covishield","level","eight","contractor","determine","mortgage","disease","kaiser","leadership","local","member"
"39","month","line","social","watch","eat","room","wear","supply","read","billion","municipal","minister","limit","police","prime","erdogan","italys","mask","movement","venue","institution","th","shop","open","room","dow","department","nasdaq","allow","post","june","week","rise","alternative","combat","chain","montreal","contain","kill","north","include","prevention","deep","worker","entertainment","arrangement","church","health","finish","inmate","detect","music","service","play","olympic","party","activity","recommendation","wish","hope","issue","result","every","datum","prime","covidrelated","officer","include","move","delay","tour","las","general","payment","ask","gap","send","mat","need"
"40","even","time","wear","want","normal","get","rome","pay","complete","bus","man","grocery","movement","rule","local","slowly","pm","retail","exercise","country","employee","movie","activity","fitness","good","composite","despite","investor","court","bar","thursday","encourage","business","workforce","protocol","represent","climb","situation","medical","fear","outbreak","mail","adhere","certain","lam","sea","die","first","round","city","county","andrews","vaccination","south","tokyo","base","hope","nation","shore","ministry","information","safety","moderate","year","context","protocol","india","dos","roll","around","specifically","minnesota","operation","abide","little","outreach","senate","new","concern"
"41","online","share","city","asian","order","police","supply","employee","bar","order","doctor","food","home","social","start","sport","lockdowns","place","operate","hotel","bowser","worship","business","gretchen","andrew","sp","economic","must","childrens","warning","lockdown","white","rate","remain","club","activity","upward","news","office","list","beijing","secret","read","restriction","sea","jahanpour","alert","australia","friday","asymptomatic","state","february","place","local","australias","staff","ahead","global","replace","statement","moon","pfizer","brasil","interview","can","clear","lot","four","chen","summer","double","safely","provider","prefecture","now","look","legislation","group","test"
"42","wait","around","play","district","long","fear","red","boot","story","mile","close","transport","prime","permit","friday","close","monday","cinema","place","activity","worship","retail","staff","cultural","office","brown","social","climb","special","roughly","cafe","hit","long","sector","radio","rise","important","within","less","sunday","approximately","reynolds","five","august","jong","prevention","release","find","agency","introduce","control","feel","travel","sport","competition","connect","may","world","revenue","control","giant","us","booster","john","drug","agreement","ago","johnson","reason","six","allocation","vega","recommendation","client","cdc","last","oklahoma","submit","requirement"
"43","come","shop","feel","send","lockdown","tour","must","malaysia","paper","service","dead","hotspot","state","order","emergency","must","bar","worship","swim","museum","gathering","office","statement","owner","represent","movie","california","news","outdoor","drink","green","business","entirely","boston","city","gather","urban","effort","total","morning","october","number","thursday","sunday","extreme","iran","level","municipality","initial","prison","test","festival","schedule","schedule","norwegian","tokyo","great","bring","senator","city","us","year","doesnt","mexico","virus","present","three","high","may","require","premature","anywhere","secure","aside","wear","facility","montana","effort","program"
"44","leave","get","like","supply","regional","asian","local","amazon","wage","associate","ease","car","spains","beijing","exercise","holiday","open","store","country","implement","news","delay","tourist","potential","statewide","brand","will","adhere","set","possibility","open","time","butler","red","upcoming","park","seriously","today","press","write","western","impact","expose","resident","execution","domestic","im","day","unless","find","estimate","director","michigan","japans","philadelphia","organizer","however","close","window","prevent","primary","company","availability","quick","moderna","seven","infection","across","report","two","probably","greg","upon","respondent","new","fall","alabama","week","take"
"45","rush","effect","hour","two","way","worker","food","minister","corporate","serve","major","open","lift","pradesh","store","phase","ramadan","news","must","today","july","foot","establishment","area","cnn","gym","yellow","outdoor","san","idea","combat","mask","thursday","wale","health","event","hotspot","weekend","infect","restaurant","atla","authority","johnson","son","tighten","dedicate","locally","club","december","announce","message","sleep","hold","organizer","tournament","extensive","rise","goal","ceremony","knowledge","anthony","booster","involve","eua","across","nepal","covid","large","launch","due","impact","restart","yearold","median","ability","vote","utah","step","thursday"
"46","think","store","protect","deadly","work","addition","town","ma","place","lowes","family","order","introduce","car","pm","emergency","must","gradually","entertainment","region","dc","activity","three","activity","nation","service","dine","street","success","club","wall","urban","state","garcetti","day","apply","prompt","except","million","seven","law","meet","prevention","case","poonawalla","several","victoria","grow","january","source","president","olympic","variant","scheme","compliance","spur","vaccinate","live","maximum","resuscitate","may","may","workplace","amendment","continue","phase","positive","provide","india","death","el","custody","passport","vulnerability","able","site","parental","job","issue"
"47","last","sometimes","friend","need","street","food","worry","cafe","across","disinfectant","large","may","foot","monday","bar","step","prayer","rule","mine","certain","gov","require","area","suit","virus","young","follow","weekend","expand","sport","stadium","investment","measure","friday","outside","approve","critical","symptomatic","lead","everyone","transmit","enforce","social","report","october","situation","facility","metropolitan","event","taiwan","remain","will","countrys","medina","employer","overcome","two","director","nhs","vulnerable","news","aim","medium","sure","alongside","security","world","important","day","face","ahead","evaluation","scare","teen","abroad","side","tweet","measure","team"
"48","live","now","plan","wait","everyone","keep","try","eat","like","city","reopen","already","case","alert","work","maximum","ban","strict","theater","place","ready","drive","alcohol","ask","outbreak","limit","gather","per","room","commercial","murphy","per","gimenez","emirate","dine","order","particular","blame","meat","safety","reveal","phone","quarantine","response","even","since","authority","numb","brief","district","however","prior","pandemic","host","andrews","maharashtra","review","sign","slate","prove","food","combination","difficult","walk","kid","death","rate","place","announcement","ask","kingdom","frame","obtain","yorker","access","republican","argue","state","way"
"49","expect","shore","around","way","inside","cause","enter","buy","famous","hometown","wuhan","ease","decide","loosen","distance","ticket","holiday","minister","capital","minister","customer","close","restrict","stay","number","state","daily","mayor","act","keep","white","yellow","shop","private","strict","outdoor","prime","citywide","operator","cdc","funeral","success","develop","start","abroad","import","statement","attend","since","three","public","two","saturday","metropolitan","place","pledge","reason","like","vega","vital","fact","ontario","dominant","pfizerbiontechs","scheme","test","team","require","month","minister","stop","aug","respirator","weekly","accord","initial","able","employer","today"
"50","time","hour","name","town","like","staff","family","open","curfew","philippine","healthy","relative","thousand","weekend","operate","gathering","civil","school","maximum","plan","able","rule","store","pool","service","phase","visit","gather","long","business","sharp","gaming","increase","operate","declare","ask","detect","eastern","duque","weekend","locally","enhance","attend","entertainment","kindergarten","central","december","begin","attend","current","case","carry","news","case","break","contact","face","wear","comply","interim","lady","around","initial","finding","surprise","goal","numb","however","two","receive","notify","allocation","society","award","account","recommend","provide","mitigation","child"
