"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"11","meet","doctor","jinping","journalist","level","set","rita","casino","price","resident","garcetti","angeles","business","allow","ease","open","student","mayor","restriction","bar","governor","july","weekend","bar","limit","plane","zone","mandate","mandatory","will","allow","bar","capacity","new","nation","region","bar","level","ireland","conference","pm","stay","measure","outdoor","can","restaurant","january","passenger","quarantine","traveler","negative","room","government","zealand","mandatory","uk","requirement","introduction","see","can","test","january","fill","several","economy","concentrator","equipment","tweet","head","european","partnership","lawmaker","week","health","school","astrazeneca","immunization","change","mrna"
"12","china","target","freedom","police","social","supermarket","trap","grocery","essential","small","mask","open","limit","nail","store","limit","mask","capacity","business","service","restaurant","disneyland","wear","pm","mask","suarez","gathering","weekend","site","office","place","limit","reopen","limit","canadian","mask","require","alert","minister","open","december","outdoor","outdoor","limit","christmas","extend","allow","england","negative","passenger","arrival","negative","entry","open","open","australian","test","venezuela","since","screen","much","just","flight","johnsons","spokesman","per","provide","material","citys","medicine","local","scott","thursday","million","low","effective","tennessee","government","group"
"13","state","grief","chens","chinese","major","fire","product","gym","curfew","stop","business","restaurant","restaurant","require","school","restriction","museum","limit","school","county","business","covering","indoor","close","dine","will","face","sheriff","bar","space","outdoor","order","outdoor","restaurant","level","capacity","open","rule","indoor","minister","johnson","gathering","rule","indoor","dec","mandatory","eve","impose","detect","new","british","hotel","kong","travel","will","travel","passenger","another","spike","record","number","festival","fly","effort","re","support","french","technical","india","fog","shot","produce","just","detect","must","age","cite","receive","receive"
"14","disease","die","qiushi","china","live","firefighter","quanzhou","open","gouge","closure","people","business","nonessential","restriction","salon","park","return","phase","activity","covering","church","california","miamidade","require","seat","requirement","social","order","city","business","bar","zone","gov","open","address","government","area","bar","strict","local","bar","indoor","gathering","province","local","sport","rule","quarantine","require","england","pcr","travel","test","ramaphosa","melbourne","case","digital","allow","ban","cardona","part","british","police","expect","addition","produce","devastate","humanitarian","side","review","idea","maintain","apply","leave","age","time","fire","since","statement"
"15","news","daily","journalist","tedros","president","li","use","customer","social","facility","mayor","face","cover","close","close","phase","county","social","mall","enter","seat","require","closure","eat","restriction","flight","park","distance","statement","weekend","governor","restaurant","seat","business","limit","pm","outdoor","will","bar","pm","business","impose","allow","household","start","information","open","minister","south","denmark","traveler","tournament","british","venue","border","family","iata","citizen","holiday","hope","full","river","international","can","recovery","global","shipment","world","storage","period","hypothesis","secretary","fund","treat","distance","people","consent","concert","virginia"
"16","party","platform","online","wall","party","roll","paper","pharmacy","order","employee","app","essential","bar","distance","social","restaurant","gym","ease","can","distance","school","gov","fine","executive","people","mayor","allow","party","soldier","local","limit","must","foot","close","expect","close","pm","indoor","household","strict","become","rule","maximum","store","movement","bar","jan","suspend","kingdom","africa","result","grand","zealand","sell","hancock","cluster","world","entry","claim","digital","encourage","moment","infection","across","fly","international","generator","factor","spike","regulator","access","receive","seasonal","push","time","england","collins","jj","nyc"
"17","report","death","wuhan","revelation","normal","like","shop","business","distance","protest","grisham","public","covering","social","hairdresser","maximum","restriction","begin","open","park","plan","mask","newsom","will","shop","business","wear","passenger","dine","restrict","require","dine","miamidade","continue","indoor","wear","paris","restaurant","impose","home","party","measure","service","pm","religious","open","minister","unite","new","ban","ban","slam","woman","negative","arrival","bloomfield","space","political","trip","day","way","security","post","day","rise","effort","spokesperson","assistance","degree","issue","even","contain","establish","benefit","one","infect","minor","astrazeneca","germanys"
"18","jinping","crisis","replace","speech","praise","panic","hand","mall","nonessential","fire","lujan","grocery","company","open","open","face","safe","guideline","guideline","business","mask","allow","allow","event","guidance","mandate","gov","require","hampshire","statement","restriction","mandate","remain","people","government","paris","service","prime","business","public","place","wale","business","close","gym","government","tier","sunday","arrive","country","fine","arrival","suspend","flight","government","airport","transport","journalist","way","event","take","sunday","airport","aircraft","around","country","medical","trust","review","collins","leak","critical","minority","campaign","american","intensive","million","hit","card"
"19","issue","censor","president","crisis","street","price","face","park","grocery","company","list","reopen","close","limit","plan","measure","education","household","dc","school","order","plan","public","gathering","county","rule","rhode","hall","ticket","social","pm","governor","zone","gelber","alert","maximum","level","area","place","macron","rule","cancel","household","government","castex","allow","gathering","south","case","jan","allow","johnson","minister","hong","australian","spread","tourism","minority","even","international","passenger","experience","website","flight","new","battle","produce","support","rural","current","brand","equipment","unemployment","brief","cdc","effectiveness","census","population","old"
"20","high","delete","friend","foreign","economy","store","panic","cafe","home","wear","easter","order","require","public","limit","social","plan","dc","service","outdoor","covering","must","mandate","gov","office","customer","will","governor","hall","event","must","restriction","wear","gathering","allow","outdoor","enforcement","gathering","czech","close","decision","close","leave","shop","park","remain","government","denmark","ministry","community","measure","australia","passenger","kong","fan","hong","government","manaus","upcoming","safe","sacrifice","big","indicate","fly","closure","swaminathan","france","understand","area","another","thank","indian","file","quarter","ability","phe","permission","five","change"
"21","raise","central","post","beijings","development","pack","fire","sanitizer","crowd","mayor","safe","require","maintain","covering","must","space","face","restriction","park","beach","guest","guideline","requirement","business","center","bar","enforce","baker","business","close","close","force","five","space","measure","rate","wall","london","uk","place","prime","november","shop","service","french","park","beach","strain","pcr","announce","france","charter","australia","suspend","variant","kong","case","income","day","manage","move","unit","foundation","quarter","lab","ventilator","fight","impact","supply","lockdowns","faucis","protective","wait","labor","able","total","parental","first","uk"
"22","effort","countrys","communist","opinion","doctor","shopper","medium","social","company","furlough","help","distance","face","rule","able","must","temperature","outdoor","enter","june","require","facial","comply","holiday","public","race","jersey","enforce","atlanta","gym","capacity","gov","pm","allow","local","venue","intensive","lockdown","city","indoor","government","declare","government","ontario","limit","lockdown","stay","identify","announce","case","effect","tiley","day","tennis","day","will","thursday","teach","administration","security","day","three","version","tracer","standard","transport","distribute","bad","municipal","philippines","medicine","strengthen","last","department","abroad","symptomatic","people","african","possible"
"23","central","jinping","disappearance","doctor","account","limit","store","supermarket","closure","mile","los","cover","must","will","can","bar","wear","county","indoor","theater","customer","public","face","fine","fair","allow","mandate","outdoor","honor","impose","rule","close","close","order","city","curfew","business","close","ban","allow","restaurant","student","social","premier","measure","place","household","announce","enter","london","requirement","leave","country","tiley","traveler","go","spread","biden","break","passport","sell","shipment","spokesperson","recognize","unemployment","medical","ship","multiple","xinhua","try","challenge","tomorrow","pandemic","end","access","vulnerable","will","conduct","bar"
"24","crisis","president","social","major","target","shortage","sanitizer","pm","customer","customer","bury","social","gym","park","customer","citizen","open","open","bar","store","mandate","dine","miami","limit","monday","outdoor","violation","face","mandate","enforce","wear","area","mask","impose","mayor","will","face","pm","local","curfew","boris","ahead","indoor","measure","effect","private","dec","australia","minister","arrival","board","require","variant","ban","arrive","league","authority","entertainment","visit","pandemic","twitter","start","advise","french","vial","provide","raab","uk","issue","poor","national","personal","pm","work","accord","use","impact","initially","spahn"
"25","prevention","government","chinese","state","economic","run","china","service","mayor","kohls","goldstein","gathering","exercise","gym","business","shop","public","crowd","start","can","education","wear","gov","capacity","requirement","policy","visitor","event","restriction","requirement","mayor","movie","average","ryan","social","mayor","start","limit","allow","retail","museum","shop","people","minister","government","jan","gym","christmas","foreign","kingdom","industry","antigen","airport","palace","canadian","government","minister","eight","real","encourage","anniversary","year","month","exposure","booster","unit","world","group","variant","singledose","order","file","every","since","across","heart","bureau","initiative","shoot"
"26","wuhan","speech","provincial","real","deadly","medium","daily","online","will","close","customer","driver","grocery","order","public","resume","may","business","seat","public","dine","statewide","pm","face","justice","ticket","beach","wear","attend","tourist","open","business","must","gimenez","wear","indoor","indoor","outdoor","close","school","orange","nonessential","local","open","national","social","nsw","ministry","arrival","border","leave","strict","prime","saudi","spread","city","since","night","people","global","card","take","last","festival","clarity","help","meet","unite","staterun","year","cnn","pilot","cnn","early","act","show","kind","example","antibody"
"27","daily","freedom","video","epidemic","discrimination","empty","door","hand","pm","service","hart","rule","rule","space","outdoor","step","fitness","turner","measure","gym","must","capacity","distance","giménez","room","airport","county","county","wear","pm","curfew","region","maximum","cynon","hospitality","area","people","boris","tier","region","minister","restrict","reopen","reopen","bar","shop","limit","lockdown","netherlands","spread","suspend","ahead","border","crow","rule","pm","airline","special","center","hard","get","celebration","investigation","international","follow","mean","help","statement","aim","want","keep","jab","include","coronavirus","action","three","leadership","survey","particularly"
"28","medium","local","crisis","province","journalist","street","actor","theater","people","shut","service","bar","resume","must","outside","maintain","close","maintain","limit","shop","june","mandate","restriction","store","space","dine","thanksgiving","activity","island","bear","party","new","threshold","rhondda","distance","household","mandatory","mask","mayor","gathering","curfew","orange","open","bar","private","maddox","victoria","will","restriction","citizen","another","carry","new","uefa","positive","record","capital","visit","right","kluge","international","water","since","post","conduct","high","solidarity","institution","inform","deal","tell","jj","show","report","activate","hospitalization","study","card","want"
"29","spread","chinese","grief","reporter","lockdown","carry","seven","serve","open","garcetti","angeles","delivery","employee","ames","measure","people","gathering","rule","occupancy","permit","setting","resort","issue","announce","face","effect","dine","restriction","individual","restriction","gym","metro","increase","taf","say","order","tourist","high","measure","must","midnight","allow","sweden","monday","indoor","conference","anyone","enter","result","result","spread","pcr","statement","africa","move","three","staterun","leave","year","pass","mark","mobile","happen","finding","moment","need","donate","priority","moment","play","executive","foreign","note","state","actively","pfizer","facility","restart","people"
"30","leader","official","death","li","li","social","wuhan","distance","window","restaurant","weekend","city","reduce","hair","strict","start","group","occupancy","sport","activity","mayor","mall","palm","water","activity","indianapolis","limit","state","tweet","rural","havana","wave","table","case","open","madrid","delhi","park","gathering","limit","ban","can","start","part","gathering","order","bar","detect","england","essential","will","holmes","airline","traveler","put","enter","emirate","immunity","million","miami","video","holy","sunday","observe","size","solidarity","way","raw","river","custody","know","grant","another","assistance","acute","alert","even","frieden","government"
"31","order","communist","raise","downplay","rule","see","southeastern","establishment","shelf","enter","city","must","social","car","may","museum","retail","client","construction","guest","retail","outdoor","city","pool","gathering","order","close","must","limit","enclose","zapata","maryland","curfew","school","boris","bed","pool","closely","service","prime","except","sport","christmas","capacity","reopen","effect","must","measure","impose","first","brazil","trujillo","uks","day","hour","day","attend","exist","lead","back","et","prayer","say","surveillance","document","able","minister","respiratory","vice","theory","site","fund","die","bureau","add","along","live","emergent","anyone"
"32","agency","try","force","control","mask","brisbane","instagram","essential","waffle","animal","restaurant","car","space","gathering","exercise","sport","university","enforce","mayor","resume","student","florida","gimenez","indoor","statewide","city","cover","saudi","despite","herbert","start","lift","local","local","continue","tier","must","introduce","outdoor","impose","delivery","closure","accord","ease","jan","canada","outside","arrive","order","reduce","arrive","republic","transport","announce","book","carry","greece","sunday","biden","across","trust","trend","delta","re","executive","cylinder","support","initiative","medicine","strategy","coronavirus","lab","president","critical","additional","british","conversation","country","bill"
"33","say","page","try","late","back","culver","effort","city","supermarket","hand","tip","allow","skin","owner","return","student","stay","metropolitan","ease","july","guideline","requirement","holiday","cover","can","mandatory","announce","cruise","county","georgia","lift","religious","customer","food","cabinet","county","social","paris","pm","take","new","movement","prohibit","event","stay","event","business","transport","border","will","jan","arrive","crow","african","policy","traveler","certificate","ahead","airport","tapper","draft","tsa","submit","passenger","difficult","hancock","fund","book","mount","disparity","contain","step","end","force","address","failure","rate","kenya","move"
"34","put","call","citizen","official","leadership","shelf","night","beach","beach","delivery","essential","space","workplace","mayor","gathering","can","limit","safe","pm","stage","room","limit","florida","outdoor","california","unite","store","beach","seat","risk","enforce","hogan","entertainment","winter","home","alcohol","announce","medium","public","people","allow","strict","home","prime","online","federal","strict","netherlands","board","unite","minister","will","johnson","must","strict","stay","air","international","dozen","result","reopen","candidate","hogan","prevent","investigation","bad","critical","donate","pause","statement","inform","aim","give","hear","adhanom","hospital","prevent","care","plan"
"35","top","report","censor","hubei","beijing","truth","actress","entertainment","australia","sanitizer","hardship","facial","bavaria","citys","normal","monday","bar","washington","must","maintain","face","employee","require","july","place","operate","hajj","guideline","front","permit","distance","curfew","inmate","leave","must","gov","zone","distance","french","ban","impose","ireland","nonessential","maximum","seoul","period","announcement","africa","jan","accord","border","minister","arrival","madrid","anna","border","ban","great","foreign","re","pm","canadas","reveal","seven","overwhelm","france","shortage","trajectory","fear","cause","initially","initial","numb","officer","administration","mostly","without","warn","available"
"36","mayor","late","anger","government","action","emergency","wife","eat","reopen","macys","can","close","region","square","require","disney","outdoor","weekend","quarantine","venue","can","space","announce","monument","wear","police","dade","limit","cuba","property","school","game","governor","mayor","gathering","conference","capacity","council","pub","gym","take","leave","reason","uk","venue","announce","bubble","government","spread","statement","implement","member","impose","country","list","introduce","variant","home","screen","work","struggle","will","correction","wait","arrest","fund","russia","therapeutics","nepal","severe","wuhan","overall","administration","period","administrative","multiple","say","large","approach"
"37","staterun","time","former","news","leader","chinese","online","mayor","trail","walkout","resident","food","essential","mandatory","loosen","store","guideline","can","exercise","hotel","open","office","park","inside","distance","officer","state","city","pool","mandate","operate","rule","new","wear","holiday","meet","operate","manchester","burnham","federation","gathering","social","ban","can","rule","death","essential","chief","january","household","transport","traveler","refuse","woman","force","attend","green","university","security","crowd","look","appointment","euro","investigate","rapid","organization","fill","provide","try","national","trip","reach","low","potentially","admit","recent","call","email","travel"
"38","outbreak","cross","early","street","whistleblower","asia","shanghai","closure","shut","staten","trip","eric","worker","texas","mayor","ministry","june","return","maximum","nonessential","employee","beach","executive","rule","social","plan","customer","measure","open","sept","area","number","giménez","area","restrict","minister","citys","work","leader","space","tally","service","inslee","delivery","ban","except","school","europe","effect","entry","proof","allow","area","antigen","designate","father","enter","see","sit","airline","kingdom","fill","prosecutor","investigation","billion","humanitarian","external","email","re","assess","table","commissioner","since","prevent","advice","train","low","note","begin"
"39","communist","december","rare","question","particularly","minister","tom","alcohol","gym","park","provide","home","shut","customer","golf","safe","encourage","community","theater","gov","justice","close","covering","public","statement","attendance","activity","municipal","california","area","service","obtain","per","venue","gove","force","mask","mix","home","national","hit","ceremony","impose","level","strict","venue","year","international","hour","day","quarantine","agree","isolate","visitor","fine","andrews","recent","march","insist","transportation","close","set","end","infection","buy","surplus","pledge","personal","spread","keep","mix","find","aid","story","advise","urban","disease","administer","add"
"40","zhou","state","xinhua","outbreak","political","stock","like","liquor","gathering","retailer","meal","mass","will","employee","pharmacy","workplace","business","except","space","lift","office","theater","store","weekend","entertainment","public","covering","comply","guideline","must","facility","face","sport","operate","outdoor","follow","government","per","across","friday","home","england","two","place","impose","can","lift","british","unite","close","detect","day","man","member","new","fiveday","struggle","point","raab","master","consider","without","individual","travel","baby","wealthy","keep","situation","impact","blood","suppose","food","assistance","today","adviser","urge","reason","old","citys"
"41","speak","xinhua","mayor","geng","battle","starbucks","government","curfew","foot","wipe","road","event","item","lift","retail","salon","disney","visitor","store","department","gathering","theme","alcohol","space","inspection","theater","saudi","sand","order","public","maximum","rate","limit","boston","pub","desantis","new","people","work","kurz","area","venue","border","category","store","number","ban","rule","restrict","allow","netherlands","departure","leave","area","measure","brazil","issue","human","uptick","worry","yet","island","prepare","current","international","pledge","unite","cylinder","approve","authorize","relationship","health","cdcs","twitter","advisory","yearold","believe","monday","minister"
"42","contain","message","alarm","spokesman","post","product","buy","product","police","product","suffer","alcohol","public","theater","covering","permit","activity","department","venue","guideline","disneyland","service","establishment","effect","setting","space","large","extend","enforce","distance","kemp","distance","apart","walsh","mask","marseille","care","social","social","city","work","start","area","local","level","contact","prime","concern","sweden","december","grant","defense","enter","january","venue","minister","citizen","important","layer","arrest","vaccination","late","airline","center","illness","outbreak","transport","shortage","indian","institute","swaminathan","stage","facebook","wait","affair","approximately","intensive","provide","transport"
"43","face","epidemic","call","xinhua","claim","queensland","pm","nightclub","help","leave","community","gym","health","food","face","capacity","approach","small","swim","retail","instruction","judge","visitor","social","guard","enforce","holiday","guard","car","address","zoom","announce","discuss","social","ardern","oct","coronavirus","leader","six","address","local","open","sport","effect","area","jurisdiction","nonessential","limit","coronavirus","present","order","screen","resident","shift","attend","resident","country","way","vaccinate","traveler","leave","schedule","public","say","peak","can","antiviral","oxygen","face","vaccination","call","requirement","light","assembly","affect","unit","opportunity","end","ease"
"44","committee","spark","staterun","member","allow","wuhan","price","chain","warning","clean","stay","internet","enter","foot","resume","june","permit","spike","plan","spike","raimondo","foot","business","guest","cover","serve","fine","gov","miami","rule","giménez","place","kong","extend","today","immediately","oct","announce","countrys","remain","hour","place","activity","retail","event","washington","gather","start","staterun","whitty","curfew","ban","introduce","spa","country","park","back","still","sure","numb","business","record","middle","speak","rare","statement","tedros","overwhelm","study","symptom","department","program","meeting","immunization","affiliate","twoweek","adams","apply","mix"
"45","centralize","weibo","story","wuhan","province","cnn","gouge","guideline","apple","way","clean","mall","city","remain","place","relax","outside","icu","entertainment","movie","executive","governor","outdoor","safety","alarm","enforcement","capacity","business","college","officer","wave","phone","face","park","speech","business","local","northwest","mask","work","red","extend","four","region","curfew","outdoor","despite","must","will","detect","source","kingdom","present","game","game","variant","apply","require","transportation","korean","nation","previously","party","call","spokesperson","shipment","care","batch","situation","know","fact","work","money","example","african","immune","pulse","suggest","vaccination"
"46","situation","tweet","ambassador","blame","move","purchase","rule","et","prohibit","will","police","county","recommend","measure","lift","retail","can","move","gym","able","wear","gym","carlos","today","conference","man","follow","serve","airport","theater","number","implement","tuesday","reach","capital","people","several","financial","great","spread","service","hour","prior","religious","quarantine","security","indoor","canada","citizen","require","daily","national","australian","club","result","mandatory","take","variant","exist","see","without","want","pull","go","particular","us","wednesday","strain","immune","even","pledge","soon","plane","launch","afternoon","blood","public","across","program"
"47","take","post","tweet","general","foreign","sell","city","li","shop","april","visit","plant","mta","ease","remain","lockdowns","move","center","city","order","mall","facility","pool","table","measure","announce","case","phase","special","citation","dine","shop","area","private","step","public","follow","pub","rule","emmanuel","conte","unless","unless","except","business","impose","extra","mandatory","measure","zealand","evidence","game","land","february","local","must","go","prevention","component","november","vaccinate","work","korean","system","way","save","international","approve","support","world","alliance","even","rapid","ever","agency","weaken","immune","early","clearly"
"48","prevent","party","major","liu","box","shop","visitor","possible","club","pm","public","grisham","photo","normal","start","remain","shop","plan","move","mayor","dc","announce","effect","liquor","covering","closure","carnival","fine","respiratory","capacity","table","urban","risk","except","prime","face","past","uks","takeaway","stage","effect","tight","tighten","social","minister","business","place","reed","monday","enter","require","victoria","memo","return","parliament","ban","border","worker","register","surge","countrys","variant","island","currently","year","world","organization","transmissibility","meet","condition","spokesperson","use","ready","tool","ago","partially","either","half","site"
"49","come","meet","weibo","january","gansu","battle","emergency","retail","paper","home","holiday","resume","amazon","people","disney","return","park","decline","covering","film","limit","dc","facility","increase","governor","outbreak","beshear","enforcement","outdoor","limit","new","start","cuomo","old","oct","fine","measure","open","require","group","first","northern","must","move","announce","capacity","avoid","tier","must","restrict","kingdom","practice","shapps","local","exception","local","rule","almost","busy","district","show","begin","columbia","health","facility","leader","fast","china","beyond","call","available","may","season","tough","agree","recognize","trump","adult","say"
"50","give","resuscitate","censorship","commission","weibo","action","beijings","effect","angeles","lowes","limit","read","stay","permit","cafe","customer","sport","conference","office","follow","person","rule","extend","restriction","re","ban","police","space","serve","inspection","currently","event","france","can","england","city","distance","strict","people","outdoor","open","midnight","require","operate","mask","ban","period","world","finland","source","apply","rapid","fedex","passenger","uefa","saturday","pass","capital","england","whether","family","one","day","event","tell","devastate","five","equipment","often","follow","collins","early","six","usually","ahead","admission","extra","arrive","make"
