"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"11","casar","medida","riscar","retirado","sábado","território","produzir","temperatura","cabo","carnar","consumar","generalizado","denunciar","voo","burundi","aviões","julho","grécia","autorizar","entrado","reabrir","turismo","viagem","fronteira","quarentenar","entrado","viajar","britânico","viajante","turismo","quarentenar","aéreo","aeroporto","europeu","regiões","central","encerramento","recolher","espanhol","dezembro","propagação","grécia","continuar","conter","escola","época","casar","vigor","circulação","restritivo","presidencial","decretar","entrar","proibido","fronteira","rabo","período","âmbito","obrigatório","proibido","impor","quarentenar","recolher","mobilidade","residir","agrícolas","concelho","senhor","pã´r","reitor","silvar","autarquia","metropolitano","prisional","realizar","procurar","certificar","testar","espaços","outubro","fase","executivo","eua","ser","psd","restaurante","recinto","lotação","vão","espaços","contexto","serviços","sanitário","algum","bar","conselho","acordar"
"12","vão","excecionais","medida","conferência","visitante","bispar","empresar","redar","igreja","próxima","produzir","tossir","dia","dificuldade","navio","tap","turista","frança","cidadãos","voar","chinãªs","aeroporto","voo","impor","países","ministério","exterior","estrangeirar","diagnosticado","sef","turismo","continental","internacional","semana","fechar","governar","obrigatório","decretar","novembro","silvar","medida","podar","menos","contágio","restrições","regra","entrar","publicado","podar","loja","regra","vigor","passagem","fronteirar","vigor","limitar","lisboa","confinamento","circulação","passageiro","passageiro","polícia","precisar","impor","fronteira","partir","negativar","marítima","secundário","sal","vieira","dgs","discoteca","preço","exame","antigénio","regional","interior","noite","associação","públicos","governar","estadosmembros","fim","aluno","fase","vigor","podar","restritivo","arrancar","orientação","municipal","serviços","teletrabalho","governar","medida","acreditar"
"13","semana","públicos","mundial","serviços","antigo","lindar","filmar","igreja","marsalis","comunitários","vacinar","maio","regional","apresentado","residente","aérea","diplomar","junho","viajante","estrangeiro","viajante","chinar","corredor","restrições","extremar","passageiro","cruzeiro","transmissão","viajar","portugal","medido","quarentenar","fronteira","ecdc","milhão","alertar","natal","fechar","encerramento","entrar","anunciar","supermercado","bar","ecdc","missar","quadrar","época","circulação","estabelecimento","sextafeira","públicos","pessoa","exigir","entrado","regra","festa","restrições","medida","interior","medida","viajar","centena","pandemia","colocar","polícia","teotónio","estádio","pcr","aderir","teletrabalho","estabelecimento","escola","despir","lisboa","exigido","retalhar","discoteca","nível","funcionar","evento","temer","defender","estar","ir","espaços","lotação","regra","sala","trabalhar","vão","recinto","começou","reforço","evento","teletrabalho","discoteca","acrescentar"
"14","ir","autoridade","públicos","prevenção","lei","despesa","fabricante","paragem","fábricas","papar","respiratórias","maior","ofertar","quarentenar","canadá","acusar","países","união","obrigatória","junho","oriundo","turista","testar","entrar","chegar","regiões","detalhar","coreia","contágio","farar","setor","turismo","sky","mne","restrição","milhões","ajuntamento","madrid","primeiroministro","cinema","comércio","essencial","poderá","sanitário","obrigatório","vigor","cumprir","abrir","públicos","exceções","vigor","votar","medido","confinamento","festa","vão","continental","cp","certificar","manifestante","obrigatório","estrangeirar","medida","cumprir","viajar","gnr","fonte","matosinhos","positivar","universidade","joão","mariano","casamento","autarquia","realização","medida","presidente","governar","obrigatório","bar","evento","distanciamento","antigénio","exterior","outubro","autárquicas","estabelecimento","cultural","reunião","combater","máscara","ser","bar","combater","região","associação","adhanom"
"15","milhões","financeiro","sustentar","imprensar","dia","fátima","gratuito","ajudar","especulação","montante","autoeuropa","relatório","infetados","febre","países","familiar","quarentenar","fronteirar","turista","europeu","exterior","augusto","fronteira","japão","chinãªs","autónoma","considerado","últimas","oficial","britânico","madeirar","voo","passageiro","riscar","tap","restrição","nova","sánchez","decisão","propagação","fechar","encerrar","primeiroministro","imprensar","regra","obrigatório","manter","recolher","conformar","regra","governar","controlo","estabelecimento","estabelecimento","incumprimento","repatriamento","passageiro","regra","breton","recolher","semana","proveniente","emergência","vigor","ser","efeito","testar","teotónio","espaço","lisboa","manter","obrigatoriedade","autotestes","planar","ensinar","digital","associação","certificar","alto","restaurante","lotação","presencial","conjuntar","infarmed","educação","testar","observador","obrigatório","recluso","partir","decretar","transmissão","gomar","merkel","manifestante","transportar","adiantar"
"16","fronteirar","fitch","população","angola","chin","peregrinação","território","pedido","jazz","angariar","respeitante","fábrica","decidir","respiratórias","voar","tribunal","timorense","lista","portugal","ligações","portugal","ministrar","bélgica","oriundo","diagnosticar","the","semana","número","abrir","balir","aéreo","angolano","global","partir","podar","municípios","britânico","polícia","deslocações","encerramento","vigor","horar","limitar","vigor","segundafeira","máscara","diretorageral","pessoa","evolução","governar","inscrever","psp","mear","março","máscara","reter","brasil","festa","internar","polícia","páscoa","contenção","ir","chuc","teotónio","longueiraalmograve","adepto","luso","período","obrigatório","âmbito","aluno","capital","máximo","regra","restauração","apresentação","riscar","música","relacionado","avançar","psd","avança","epidemiologia","ser","libertação","restrições","utilização","setor","serviços","pressão","avisar","estrutura","cidadãos","local","independentemente","administrativo"
"17","residente","dois","fronteira","portador","ion","residente","josé","sã³","volkswagen","canal","índia","presentar","durante","fraqueza","emergência","julho","alemanha","portugal","internacional","dinamarca","aeroporto","ue","governar","exterior","decisão","viajante","província","quarentenar","francês","porta","frança","algarve","entrada","setembro","restaurante","islândia","escola","impor","autónomas","vão","circulação","tribunal","dia","johnson","citar","circulação","estabelecimento","tentar","manter","comunicação","máscara","ffp","polícia","controlar","tribunal","voo","máscaras","emergência","distanciamento","âmbito","polícia","obrigatório","merkel","israelita","australiano","jogo","autarca","sul","escola","origem","suspensão","cumprir","medida","coreia","regional","fim","similar","públicos","cair","podar","admitir","reduzir","máximo","medida","testagem","vão","partir","algum","primeiroministro","algum","outro","setor","evento","restaurante","ir","espaços","admitir"
"18","mil","trabalhador","kong","infeccioso","critical","defeso","volkswagen","quantidade","agricultor","consumir","alimentar","respeitante","fim","comer","governar","venezuela","voar","companhia","espanhol","abastecedor","companhia","espanha","europeu","asiático","exterior","países","infetadas","controlar","inglaterra","contaminação","país","viagem","cidade","passar","participante","obrigatório","evitar","checar","nova","possível","sábado","sábado","bori","sanitária","peixe","loja","vigor","impor","governar","supermercado","assembleia","limitar","domingo","espanha","usar","horário","festa","voar","díli","impor","fim","viseu","recolhimento","sindicato","macau","olímpicos","sazonal","quarentenar","ciclo","arrancar","calamidade","testagem","entrever","discoteca","governar","realização","estar","espetáculos","certificar","dever","população","vigorar","regra","graça","dgs","limitar","dgs","medido","testar","encerramento","serviços","orientação","testagem","regional","voo","local","adoção"
"19","trabalhador","reduzir","hong","fronteira","pme","segurar","decidir","fernando","app","recear","empresa","seguida","francês","sintoma","chipre","aumentar","espanha","aérea","retomar","cidadãos","voo","quarentenar","chegado","lista","viajar","britânicos","oriundo","entrado","governar","cidadãos","países","eduardo","encerramento","regiões","abrir","comunidade","capital","el","deter","decretar","próximos","restaurante","governar","primeiroministro","rabo","governar","agregar","máscara","evitar","vigor","filar","vários","território","geral","gnr","entanto","territorial","voo","ver","período","deter","revelar","espanha","protocolo","migrante","petição","ir","respeitar","docente","semana","região","regra","lisboa","metropolitano","permitir","ensinar","cada","querer","pouco","ver","deixar","trabalhador","proteção","ministrar","medido","evento","futebol","partir","anunciar","jogo","emergência","planar","fechado","obrigatoriedade","apresentação","bar","adquirir"
"20","chefe","kong","reduzir","através","fábrica","manuel","ir","marcar","agricultura","desinfetante","ocupar","menos","cp","votação","prolongamento","libertação","ligações","nacionalidade","levar","cidade","surtir","decisão","estrangeiro","aeroporto","oriundo","chinar","noruega","países","aumentar","regressar","decisão","ofertar","serviço","bori","entrar","tribunal","semana","aumentar","conselho","limitar","bar","recolher","durante","alemanha","freguesia","contacto","pessoa","importante","loja","fim","concelho","impor","territorial","lê","suspensão","peixe","comunicar","militar","publicar","alemanha","proveniente","recolher","quarentenar","equipa","onde","ação","regressar","profilático","ferreiro","planar","medida","norma","definir","euro","evento","alimentar","partir","horários","medida","cliente","prévia","restrições","jornal","sala","estabelecimento","fim","certificar","fechado","presidente","autónoma","sublinhar","propagação","têm","testagem","espaços","digital","aérea"
"21","ano","podar","empresa","apoiar","áreas","praça","streaming","frança","filmar","deverá","linha","incidência","horário","provocar","passageiro","determinar","aérea","sef","entrado","caso","entrar","britânicas","cidade","turismo","país","dever","surgir","viajante","restaurante","passageiro","viagem","território","governar","diagnóstico","bélgica","cidade","cidade","aplicar","evitar","evento","afirmar","circulação","reuniões","evitar","circulação","alemanha","apelar","impedir","travar","combater","estabelecimento","governar","circulação","covid","vender","permitido","aeroporto","restrições","nacional","confinamento","negativar","datar","italiano","movimentar","estrangeiro","demissão","razões","urgência","população","maioria","dívida","silvar","vieira","isolamento","retalhar","riscar","governante","estabelecimento","beber","ligeiro","obrigatoriedade","presidente","mês","remeter","interior","cultural","medido","respeitar","vacinado","teatro","agir","decorrer","anunciar","nova","estabelecimento","ministro","aéreas"
"22","encerramento","encerramento","chefe","josé","voar","sagrar","francãªs","isabel","siza","morador","inalterado","datar","febre","senado","estado","mercado","tribunal","ministrar","evitar","viajante","conter","viajante","residência","passageiro","entrado","decisão","oeste","restrições","sábado","semana","entrar","governar","anunciar","livrar","impactar","demitir","circulação","conter","anunciada","aberta","conselho","dezembro","objetivo","viagem","haver","pedir","país","escola","concelho","circulação","restrições","país","fronteirar","decretar","voo","ajuntamento","fronteira","lisboa","cidadãos","reuniões","voo","período","estarão","confinamento","informar","fonte","vêm","igual","bairro","semanal","decretar","realização","associação","defender","mutações","governar","comércio","abertura","rua","livrar","estabelecer","deixar","economia","negativar","ruir","digital","noite","cinema","norma","recinto","conselheiro","governar","acesso","aceder","meneses","desportivo","aeronave"
"23","hoje","espaços","reabrir","contudo","tipo","pedrar","check","moda","evento","citar","seguida","últimos","produção","menor","proibição","automóvel","executivo","decisão","administração","viagem","viajar","tailândia","britânico","chinãªs","the","comunicar","regressar","noroeste","quarentenar","algarve","turista","britânica","aéreas","belga","medido","semana","vigor","bar","restaurante","aplicar","loja","haver","vigor","aula","cidadãos","restritivo","proibição","proibição","manutenção","fechar","loja","detenção","criação","evento","viagem","fronteira","ilegal","brasil","origem","março","período","apenas","fronteira","infetados","japão","fronteirar","apresentar","polónia","rastrear","apresentar","planar","espetáculos","avaliação","adaptar","miguel","regional","ordem","sempre","sodré","presentar","ministrar","fim","executivo","ouvir","universidade","usar","bar","festa","estabelecimento","putin","similar","necessidade","baixo","severo","protestar","proveniente","aeroporto"
"24","apelar","serviços","caso","geral","observação","episcopal","turno","renovar","idear","outro","próxima","taxar","vergonha","operar","desembarcar","combater","planar","países","companhia","xinfadi","sarscov","entrar","exterior","cancelado","companhia","portugal","chegado","xinjiang","marselha","voo","galar","madeirar","belga","londres","viagem","justiça","berlim","viagem","frança","vigor","riscar","alemão","espanhol","merkel","dezembro","podar","podar","todo","restrições","formar","proibido","medido","impor","festa","continental","contacto","restaurante","recolhimento","gnr","cumprimentar","recolher","férias","necessárias","situação","ver","destacar","beja","tribunal","escolar","suspeito","surto","setor","autarquia","vigor","negativar","supermercado","espaços","associação","cae","abrandamento","acesso","bom","japonãªs","dizer","exterior","condições","estar","antar","bar","memória","interior","hospitalizações","concelho","lar","recinto","restaurante","afetadas"
"25","encerrado","casar","mil","província","hubei","litúrgicas","livro","idear","paragem","ana","referir","dificuldade","contactar","menos","destino","entanto","destino","cidadãos","embaixada","exterior","australiano","coreia","oriundo","tóquio","exigir","entrar","lista","positivar","entrar","ir","cidadãos","nacional","operações","moderar","quarentenar","impor","recolher","ministro","declarar","restrições","podar","aberta","alemanha","mau","festividade","medida","fechado","governar","cenário","restrições","distanciamento","escolher","pontar","medida","limitar","anunciar","branco","essencial","psp","emergência","jovem","propagação","confinamento","causar","restrições","fronteira","empresa","resultar","obrigatório","ana","almeida","medido","massa","setor","aluno","refeições","miguel","máscara","ver","cumprimentar","limitar","vacinado","loja","população","instituto","dgs","entrado","limitação","apoiar","evitar","existir","social","reuters","testar","açores","partir","afetados"
"26","conferência","encerrar","funcionários","social","inauguração","segurador","títulos","pedrar","canal","movimentar","febre","confinamento","medida","alemanha","estacionamento","canadá","sata","aéreas","japão","bairro","julho","passageiro","turista","bélgica","testar","negativar","britânico","causar","controlar","máscara","território","partir","despachar","suíça","especialmente","setembro","restrição","pedrar","ruir","bori","supermercado","menos","ajuntamento","britânico","partir","limitar","primeiroministro","riscar","lei","proibido","eleições","recolher","nova","pandemia","combater","chinar","transportar","paulo","macau","interior","belga","quintar","poderão","impedir","aplicar","guardian","ministro","brasil","portuguãªs","protesto","ir","fechado","realização","difícil","existir","contudo","açores","ar","negativar","mesa","bom","lado","turismo","freitas","leite","quintafeira","entrar","dever","mear","vivar","apenas","dever","ir","promoção","testar","governar","afirmar"
"27","jogo","significativo","casar","indicar","wuhan","março","concerto","celebrar","trabalhar","empresa","mental","norte","crianças","easyjet","coragem","sánchez","gaza","cartão","voar","quarentenar","adjacente","estrangeiro","pequim","despachar","surtir","chegado","diagnosticado","importado","coreia","croácia","aumentar","setor","alimentar","maneiro","estado","cada","milhões","mobilidade","loja","ajuntamento","domingo","ficar","merkel","europeu","entrar","período","durante","sempre","encerrar","superfícies","pessoa","bem","encerrado","essencial","confinamento","restaurante","território","pessoa","europeu","loja","domiciliário","viajar","sanitária","apesar","governar","cidadãos","saída","áfrica","rápidos","suspensão","manhã","lotação","silvar","evitar","apresentar","rápidos","vieira","distanciamento","atividades","metro","estar","pedir","aula","todo","obrigatório","obrigatória","manter","voltar","comissão","declarar","terminar","residente","hotéis","sempre","recomendar","máscara","afp"
"28","medido","riscar","conferência","vigilância","centrar","partido","gratuitamente","semana","diocese","euro","distribuir","ue","maio","assinar","companhia","aéreas","montenegro","internacional","alexandra","partir","oficial","incluir","nacional","destino","viajante","viajar","surtir","nova","forte","indonésia","quintafeira","aeroporto","desempregar","momento","londres","bélgica","nível","restrição","sánchez","decisão","zona","determinar","festividade","festivo","manhã","encontro","república","longo","cidadãos","diplomar","deter","sextafeira","controlar","cliente","ponto","transportar","aula","marítima","sanitária","multar","prazo","festival","obrigatório","maio","vão","várias","evitar","ir","tardar","investigação","isolamento","incluir","resultar","rádio","públicos","elevar","governar","lotação","mesa","ruir","estabelecimento","comercial","realização","educação","observador","espetáculos","ministro","digital","certificar","enfermeiro","certificar","ficar","atividades","perante","entrar","noturna","áfrica"
"29","lunar","hotéis","idoso","quilómetros","diária","igreja","peças","sanitárias","economia","antecipar","dor","checar","assinar","generalizado","comércio","reiterar","empresar","entanto","aprovado","situação","caso","silvar","incluir","apesar","negativar","regressar","navio","incluir","reduzir","entrar","macau","país","meianoite","passageiro","claro","primaverar","espaços","manifestante","próximo","contenção","fim","merkel","janeiro","medida","bar","dia","escócia","dever","restritivo","úteis","postigo","encerrado","fim","tolerância","voar","comercial","essencial","ilegal","vigor","dia","pessoa","dezena","diminuir","profissional","fronteirar","casar","associação","realizar","responder","testado","sanitária","podar","direçãogeral","aplicar","testagem","profissional","digital","exterior","lotação","gratuito","restrições","outubro","iniciativo","crianças","público","manter","restaurante","norma","conselho","encerrado","obrigatório","realizar","série","local","usar","norma","agência"
"30","caso","parque","representar","cada","novo","deco","estrear","marca","nove","vaticano","véspera","papel","conseguir","prorrogação","france","vários","definir","viagem","venezuelano","oriundo","vão","britânico","identificado","férias","contágio","hora","recomendar","the","foco","francês","negro","serviço","existência","unir","quintafeira","infeções","aumentar","situação","aprovar","parcial","nova","restrições","obrigatório","londres","galar","possível","permitir","prolongar","medido","votar","impor","frança","fechar","israel","deter","recusar","professor","auto","próxima","covid","países","acolhimento","incidência","fim","tóquio","mil","luso","território","lisboa","aproveitar","junho","sala","área","aluno","noturna","presidente","acesso","afirmar","desconfinamento","processo","avisar","algum","outubro","contra","distanciamento","partir","testar","mil","estar","terçafeira","temer","espaços","proibido","entrar","associação","recuperação","agências"
"31","durante","chinês","capital","contágio","médicas","missa","igreja","morrer","desinfetante","diante","menor","fernandes","impor","aeronave","precisar","hotéis","concorrência","grego","partir","noruega","espanhol","internacional","entrar","assegurar","autoridade","estrangeirar","britânicos","província","férias","lista","regressar","cabra","quarentenar","comum","bar","itália","reabrir","circulação","querer","natal","decretar","noite","ano","seguro","celebração","social","bori","natal","pretender","natal","funcionar","cumprimentar","belga","terçafeira","asae","bar","serviço","vigilância","administração","restaurante","alemanha","policial","desconfinamento","informar","igreja","pouco","violação","levantar","secretário","transportar","origem","desportivo","gnr","área","podar","acesso","casino","abrir","lugar","restauração","vigor","regra","comparticipação","estabelecimento","terceirar","norma","ser","ar","negativar","encerrar","decorrer","recomendar","votar","interior","anunciada","usar","agora"
"32","públicos","enfrentar","alto","regressar","sair","alterações","marca","maria","conteúdos","sporting","dificuldade","recomendação","japão","seguida","medido","italiano","lista","hotéis","alteração","controlar","província","critérios","luxemburgo","receber","governar","governar","estrangeirar","impor","infeções","chegada","ir","retirar","semana","incluir","cidade","incluir","impor","vigor","aula","comércio","países","porta","sábado","meado","costa","durante","medida","restrições","restringir","pandemia","proibição","loja","cultura","encerramento","controlar","bélgica","individual","portugal","aérea","segundafeira","bruxelas","páscoa","sul","ordem","atleta","esforço","anúncio","obrigatoriedade","próxima","período","ministrar","surto","antónio","tender","vacinado","setor","hotéis","desconfinamento","espetáculos","calamidade","antecipado","reunião","turístico","vieira","ministrar","ministro","vão","decorrer","associação","vir","situação","consulta","rutte","digital","obrigatoriedade","reunião","agricultura"
