"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"15","due","company","global","resume","policy","eu","disneyland","closure","april","restaurant","will","apple","allow","shop","customer","france","guest","reopen","argue","staff","public","florida","city","covering","issue","effect","issue","forecast","issue","area","great","prevention","distance","virus","cluster","love","since","department","department","detention","reveal","press","koreas","immediately","campaign","scientist","migrant","tokyo","olympic","official","old","strike","city","seafood","bamlanivimab","world","greece","create","upon","prevention","quickly","save","prevention","american","end","announcement","disease","outdoor","face","employee","rule","lift","can","set","county","include","officer","delta","bill"
"16","city","art","university","sector","easter","take","facility","mayor","city","supermarket","closure","order","nonessential","process","must","must","climb","want","area","crowd","protocol","require","angeles","issue","mandatory","require","cover","restriction","must","indoor","hold","religious","people","impose","go","protester","country","global","mason","seem","implement","mainland","medically","leyen","comparison","datum","spin-dry","model","tv","potential","line","commissioner","pass","push","expert","observe","americas","reply","design","rochelle","phase","warn","move","go","people","indoor","people","mandate","distance","sport","setting","unvaccinated","unvaccinated","early","center","vaccinate","ceremony","arrival","indoor"
"17","statement","will","car","cost","european","austin","gathering","open","announce","associate","help","wear","area","distance","food","beach","rule","warn","park","los","employee","issue","miami","holiday","gelber","austria","violation","guideline","simple","churchs","cluster","area","big","minister","move","gather","late","lee","medical","accuse","exercise","beach","nearly","expose","card","can","keep","game","difference","appointment","sunday","use","thursday","investigation","investigate","cold","panel","sagasti","therapy","mask","seven","rochelle","get","just","long","activity","dr","poll","business","family","people","still","beasley","year","half","base","indoor","citys","vaccine"
"18","many","park","week","investor","million","home","park","statement","delivery","kohls","grocery","mayor","grocery","covering","face","frazier","may","go","orange","white","mandate","los","miamidade","require","spread","public","zone","murray","warren","face","park","impose","party","will","party","urge","several","jersey","commissioner","island","perform","exclude","pressure","seoul","coalition","house","plane","else","public","widely","far","fall","scientist","student","organization","israeli","conduct","manaus","cocktail","place","feel","director","make","decline","result","recommendation","unvaccinated","go","cdc","still","indoor","take","state","announce","vaccinate","mortality","cause","card","law"
"19","park","cancel","lunar","million","massive","facility","vatican","food","gathering","grocery","plant","iowa","covering","allow","restaurant","sioux","mask","daytona","official","campus","recommend","newsom","holiday","cover","ago","measure","business","covering","french","office","mask","entertainment","holiday","transmission","azar","protest","numb","northwest","statement","refuse","already","hancock","open","gimenez","department","fire","vaccine","uk","document","request","begin","vaccination","organization","chinese","huanan","team","attack","coronavirus","work","fauci","information","american","feel","model","warn","control","herd","ask","control","get","re","control","indoor","people","ability","next","day","vaccine","card"
"20","event","large","work","outbreak","eu","office","illinois","company","reopen","announce","list","open","restaurant","customer","open","checkpoint","tourism","florida","mass","wear","gimenez","resort","palm","social","covering","miami","tell","governor","effective","outdoor","will","pritzker","san","chung","park","assessment","officer","hundred","first","pose","like","institution","import","agree","grind","phone","container","explain","coronavirus","use","newspaper","gamble","investigator","remain","hypothesis","find","longterm","immunity","virginia","classroom","register","another","podcast","continue","explain","disease","still","dr","long","outside","care","one","now","vaccination","able","nine","high","fast","stoney"
"21","celebration","plant","extend","month","asia","avoid","performance","gym","social","serve","homeless","worker","salon","order","safety","room","gather","gather","bar","require","mandatory","theme","fine","bottom","go","issue","police","enforce","gov","local","limit","criminal","link","zealand","setting","positive","zero","distance","fund","affiliate","response","attempt","gate","can","can","tell","experience","fully","italy","hospitalize","price","advance","publish","full","world","conclude","lot","police","male","disease","spread","rise","variant","people","school","can","incentive","fauci","outdoor","poll","make","health","one","bureau","abroad","safe","case","community","angeles"
"22","visit","apple","shut","china","sector","facebook","live","mall","service","operate","shelter","union","close","reopen","california","advance","screen","rule","encourage","today","office","ferrer","distance","go","county","happen","carolina","gov","wash","cluster","governor","jun","expert","people","continue","square","corp","suggest","information","factor","home","allow","injury","ceo","manager","home","pfizer","situation","request","ministry","earnings","pope","hotel","afternoon","early","dec","scientist","kind","billion","new","happen","much","biden","ihme","advise","new","change","respondent","customer","also","encourage","mcmaster","will","comment","access","suggest","rate","ongoing","employee"
"23","announce","fair","newcastle","week","major","hindu","mass","effect","station","theme","crowd","car","room","park","crowd","face","order","reed","tedros","soon","social","reopen","newsom","miami","just","indoor","rep","authority","sununu","must","case","sarangjeil","mask","host","metropolitan","saturday","russian","gov","unite","crowd","positive","pressure","country","wife","health","police","send","special","store","member","personal","colombia","leave","organization","peter","research","cnn","case","cooper","less","rule","slavitt","certificate","metric","air","tuesday","virus","american","store","rule","orange","fully","fully","entry","accord","treat","year","site","announce"
"24","run","affect","chain","already","industry","film","mayor","pm","shop","pay","tip","dairy","enter","county","mall","hotel","city","just","meter","give","seem","federal","july","measure","inside","enforce","citation","move","dine","government","issue","order","burn","indoor","virus","korea","jet","food","army","develop","business","organization","sick","newsom","service","dos","box","additional","sunday","medical","strike","suggestion","will","outbreak","daszak","fast","year","plan","context","tapper","risk","impend","fully","mobility","race","unvaccinated","prevention","long","announce","say","sport","public","site","mask","account","oklahoma","admit","science","aug"
"25","epidemic","shutdown","damage","around","system","mass","peter","business","distance","site","nissan","location","disney","rule","plant","police","greek","comply","note","social","line","enforce","issue","enforce","requirement","want","enforce","sturgeon","covering","law","moon","facility","seouls","precaution","covering","violence","locally","avoid","protest","underway","koreas","strong","develop","even","safely","former","dos","double","post","center","miss","anosmia","china","research","scientist","outside","find","make","much","stay","center","brief","control","rise","may","unmask","mandate","proof","feel","weekend","release","care","status","northern","across","gradually","thomas","email","today"
"26","control","employee","supply","damage","school","headquarter","resort","service","company","animal","face","tyson","limit","car","hair","tesla","swim","tell","will","check","gov","angeles","close","lake","confinement","morning","restaurant","maskwearing","cultural","military","sarangjeil","metro","great","hold","will","rally","popular","mark","senator","season","shutdown","decide","significant","re","administer","show","ensure","though","deliver","lee","italys","ethical","understand","suggest","investigation","scientist","single","million","rochelle","infectious","control","say","virus","dr","immunity","center","good","time","re","quite","outdoor","advise","nfl","rule","act","recognize","reeve","five","gym"
"27","home","chinese","home","start","will","spokesperson","concert","customer","shut","april","center","delivery","require","door","county","cheyenne","much","visit","check","department","ferrer","facial","closure","judge","place","ticket","rule","spread","weak","french","march","disease","celebrate","pm","ban","crowd","retire","crowd","warehouse","scott","catch","record","agency","much","receive","much","transport","ensure","nation","profit","prisoner","kurz","past","world","likely","human","cnns","comment","traveler","control","month","re","disease","say","whether","dr","go","say","ghaly","percent","look","evidence","vaccinate","staff","action","promote","situation","day","firm"
"28","shanghai","university","china","estimate","economic","union","clean","establishment","open","executive","open","distance","gym","meat","tyson","summons","facility","enforce","infect","area","penalty","gov","florida","atlanta","shop","update","gathering","serve","want","social","require","device","group","area","new","organizer","walsh","year","janeiro","fear","attend","represent","life","must","train","green","access","share","world","turner","reiterate","francis","begin","read","liang","tuesday","coronavirus","determine","find","center","need","keep","ahead","believe","virus","announce","center","change","get","prevention","system","call","year","support","activate","secondary","regardless","right","plan"
"29","day","safety","resume","store","italy","march","large","nightclub","plant","london","customer","florida","tyson","citizen","pharmacy","reopen","owner","county","gather","train","film","department","crowd","indoor","care","enforcement","public","protest","ease","rev","measure","dakota","large","restriction","close","metropolitan","disease","comment","rio","mark","clara","participate","hospitalize","infect","support","enforcement","refugee","detail","minister","wu","santa","summit","spend","study","transmission","hit","case","regard","focus","tell","american","center","guidance","want","likely","outside","want","last","indoor","home","recommend","face","guidance","wear","actively","local","spokesperson","receive","mandate"
"30","accord","new","production","operation","europe","music","aegis","city","concert","decision","donation","bar","resume","gym","officer","safety","lock","wait","june","philippines","georgia","employee","gimenez","statewide","city","carolina","recommend","office","prevent","statement","face","vice","day","continue","relax","hour","maintain","chief","bogota","commissioner","prohibit","contract","vulnerable","virus","send","investigate","universal","trial","cold","slowly","detention","austria","examine","sunday","etesevimab","december","door","standard","medicine","help","expect","know","infectious","expert","still","infection","little","need","keep","tuesday","surge","vaccinate","governor","financial","acute","indoor","game","begin","setting"
"31","tourism","home","impact","hurt","fan","palace","encourage","reopen","waffle","customer","work","essential","furloughed","hair","public","spot","local","commissioner","recovery","prompt","read","palm","space","weekend","young","executive","convention","sign","cover","ban","social","close","gathering","case","let","comply","michael","ask","de","bed","adhere","throughout","support","adhanom","directorgeneral","dance","jacksonville","ready","immediate","place","show","music","severity","carrier","research","institute","role","wuhan","white","change","cnn","suggest","much","right","young","president","safe","vaccination","requirement","fully","school","decision","health","protocol","add","decision","still","week","auto"
"32","citys","visitor","motor","head","paranoia","advice","site","remain","safe","event","pm","disney","face","pay","keep","hour","like","board","july","theme","disneyland","effect","social","space","statewide","go","statewide","measure","mandatory","legal","event","increase","expect","place","island","yearold","love","sunday","provide","system","abortion","import","care","contagious","appropriate","biontechs","head","announcement","photo","initial","use","patient","dangerous","building","sarscov","without","mission","grief","antibody","possible","culture","guideline","see","school","question","need","director","find","think","change","read","like","mandate","hair","additional","morning","first","expert","fitness"
"33","outbreak","beijing","line","economic","zhong","encourage","staff","grocery","angeles","resident","retailer","card","customer","open","avoid","fine","observe","submit","philippines","day","disney","visitor","federal","party","need","rule","state","police","university","hold","disease","critical","sunday","extend","student","weekend","operation","saturday","extension","way","choice","eastern","experience","directorgeneral","commissioner","department","like","different","transport","cold","small","urgent","know","thank","seafood","likely","cat","instance","point","agency","highly","way","governor","variant","point","walk","make","cdc","rule","ago","fully","summer","date","difference","address","stay","daily","new","entertainment"
"34","festival","billion","operation","sell","head","indian","city","announce","gun","retail","mayor","farmer","distance","theater","rule","gather","foot","screen","size","television","shutdown","guidance","california","mix","will","part","department","rate","leadership","action","distance","together","francisco","brief","monday","tell","really","social","hub","member","generate","ghebreyesus","world","entry","kelly","monday","minus","access","jail","type","struggle","peru","call","doctor","ben","permit","otherwise","prompt","severe","like","spot","really","think","us","another","familiar","guideline","update","retailer","keep","accord","long","place","tough","adhanom","approval","level","country","religious"
"35","spring","return","due","car","union","already","headquarter","pharmacy","pm","macys","school","rule","suspend","measure","foot","use","visit","recommendation","package","swab","impose","bolsonaro","fort","july","july","pull","office","requirement","health","violate","mayor","visitor","park","university","place","together","korea","test","lift","center","locally","still","adhanom","ghebreyesus","learn","arm","handle","account","illa","epicenter","progress","mask","central","obrador","introduction","patient","etienne","role","million","circumstance","status","see","right","virus","indoor","murthy","control","answer","update","system","new","center","three","verify","administration","initial","past","aggressive","business"
"36","friday","economy","will","school","plant","production","museum","citys","also","pet","hardship","temperature","bavaria","restriction","outside","visitor","mayor","pool","representative","workforce","tuesday","judge","cover","care","environment","governor","local","foot","identify","kim","member","wednesday","cluster","expect","face","food","infection","hang","land","confirm","iceland","number","directorgeneral","money","spend","law","smith","county","herd","thousand","night","host","evidence","investigate","indicate","kill","depression","donald","variant","negative","train","think","want","now","go","fauci","adult","social","setting","outdoor","level","plan","public","outdoor","administrative","currently","last","yorker","worker"
"37","decision","month","cost","tourist","much","effort","official","event","effect","palm","furlough","gym","provide","sweden","owner","mile","store","guest","proposal","inglesby","equipment","beach","mandatory","crowd","drive","announce","alabama","lee","light","requirement","prevention","koreas","accord","korean","rest","just","china","retailer","colombia","back","executive","locally","ghebreyesus","financial","system","drive","track","tweet","countrys","former","link","street","read","management","study","correction","maybe","assistant","state","significant","activity","summer","many","disease","fall","gathering","now","us","also","week","tuesday","make","potential","payment","admit","american","july","nyc","one"
"38","authority","many","return","supply","hit","cause","email","distance","executive","business","campaign","mall","will","ames","orange","measure","inside","can","employer","workplace","fine","abbott","georgia","mandatory","guard","gov","part","comply","statement","capital","outdoor","kwon","hold","seoul","government","south","student","house","organizer","keep","police","tokyo","man","tass","access","cnn","system","system","mare","decline","social","comprehensive","step","seattle","tuesday","investigator","conversation","collins","virus","florida","foot","extend","although","four","combine","walensky","summer","director","social","like","change","assess","test","convention","advice","cause","transfer","frame","office"
"39","measure","half","around","home","resume","decision","annual","club","pharmacy","also","can","raudabaugh","essential","mayor","californias","employee","people","give","florida","guideline","los","maintain","lauderdale","los","austin","spread","diego","dr","pass","group","level","will","stand","wed","prime","mother","comment","contact","field","outbreak","schedule","tedros","twice","electronic","immunization","every","memorial","food","pick","determine","air","around","several","promote","together","consistent","crime","technical","information","everyone","reply","face","vaccinate","feel","airplane","ahead","expert","family","public","demand","also","except","agency","deplete","advise","general","anything","produce","take"
"40","largescale","macao","halt","across","conference","worker","end","dine","essential","gun","location","columbus","public","full","flour","follow","county","office","material","statement","campus","gavin","executive","people","six","individual","spread","dine","extend","paris","local","countrys","host","spahn","infection","twice","number","indian","see","president","pa","apply","hurt","eventually","special","shipment","logistic","secretary","florida","spokesperson","vaccination","standard","promote","aide","direct","role","possible","bel","another","mandate","apart","mandate","current","task","scenario","small","child","center","go","science","need","circumstance","new","observe","adviser","current","arent","september","status"
"41","two","earnings","month","factory","transport","key","theater","limit","trail","companys","place","foundation","florida","crowd","huntington","wear","france","paulo","video","face","business","like","comply","city","enforcement","despite","committee","late","drop","seo","visitor","transportation","measure","violation","transmission","exempt","appear","authorize","view","total","nearly","transmit","locally","davis","human","jurisdiction","law","datum","storage","phone","check","paul","professor","evidence","evidence","peter","sister","incident","currently","can","quality","distance","good","scenario","fire","get","community","child","fauci","control","time","philadelphia","tuesday","invest","advisory","cdc","longhaul","upon","monday"
"42","hall","start","across","sale","currently","clean","shanghai","social","grocery","angeles","excruciating","wet","mandatory","mandatory","city","department","restaurant","department","studio","implement","beach","fine","countys","place","space","room","governor","part","place","issue","pritzker","september","far","violate","case","palm","group","management","victoria","public","lawmaker","give","extreme","southeastern","continue","respond","chain","like","overseas","obtain","set","estimate","life","woman","december","move","investigate","crime","study","urge","pretty","eviction","every","physical","mandate","transmission","know","distance","practice","respondent","start","place","also","speranza","affair","area","positivity","china","wednesday"
"43","suspend","event","reopen","production","operation","cancel","store","must","blossom","temporarily","helplessness","demand","culver","must","stayhome","store","safety","activity","wear","practice","check","hand","carlos","run","ventilator","social","cnn","enforcement","restriction","will","wear","march","countrys","life","shop","evers","england","drive","go","combine","cite","prison","egg","peskov","strategy","six","special","place","gop","avoid","pm","stress","respond","animal","response","hundred","joint","ny","covid","adult","ducey","moratorium","american","infrastructure","opportunity","unclear","watch","want","covering","today","camp","area","center","peer","affect","student","treat","variant","set"
"44","extend","read","chance","learn","work","year","close","serve","auto","essential","community","outlet","swim","public","governor","clean","wear","montgomery","universal","event","florida","social","tweet","hidalgo","justice","condition","close","rule","limit","require","place","must","include","celebration","jacinda","demonstration","soon","advocate","year","initially","information","multiple","excuse","impossible","provider","deal","delivery","brief","achieve","executive","recent","account","northern","unclear","nhc","probably","especially","cambridge","geneva","community","therapeutics","end","need","numb","bad","go","reason","michigan","change","together","wait","good","cdc","unvaccinated","affiliate","low","activity","situation","place"
"45","website","outbreak","position","shortage","panic","clear","will","temporarily","cherry","share","clean","construction","executive","executive","cafe","social","policy","follow","can","select","arizona","approve","gavin","sign","day","mike","federal","nearly","restaurant","province","service","cluster","antigovernment","nevada","cap","complication","currently","guidance","drug","shoulder","conference","put","cooperate","childrens","spokesperson","authorization","truck","night","health","affect","family","citizen","husband","pose","verify","plus","investigation","brookings","manage","story","adverse","make","job","death","eat","give","like","continue","without","airport","regulation","recommend","advise","edwards","african","prevention","amid","resume","member"
"46","exchange","threat","consumer","threaten","hard","month","open","venue","resort","access","widespread","crowd","reduce","will","meat","garden","mat","local","possibly","wash","uptick","comply","will","hand","cnn","weekend","mayor","household","response","service","common","six","culture","italian","one","funeral","ask","reject","closely","subway","may","less","choice","bronco","contract","doctor","ship","facility","introduce","rather","press","way","afternoon","pathogen","identify","notice","symptom","crack","combination","social","advertisement","will","board","sit","level","tell","camp","point","need","feel","legal","announce","comment","friday","afternoon","people","straight","approval","citys"
"47","place","capacity","employee","lose","attend","attend","celebrate","postpone","remain","remain","essential","site","exercise","tyson","require","county","detainee","governor","regular","accord","implement","extend","gelber","harris","distance","federal","san","county","stay","bar","must","public","koreas","population","people","waiver","covid","statement","household","sufficient","raise","express","impossible","urge","current","operation","develop","say","epidemic","now","die","november","discuss","back","version","singledose","organization","depression","unable","sunday","rki","disease","finish","last","now","cnns","public","public","people","us","relatively","event","monitor","request","age","ability","distance","far","train"
"48","say","period","hundred","asia","make","narendra","opus","shop","lot","notice","spread","cafe","rule","kfdm","safe","allow","tam","day","widespread","cover","respond","justice","judge","gov","official","gather","shut","mandatory","five","fine","extend","movement","nevada","expert","establish","regulation","weekend","maintain","way","fashion","rule","million","emphasize","tweet","since","family","think","vaccinate","staterun","tough","detect","europe","impact","express","cold","sarscov","think","praise","delivery","point","partial","get","health","race","sell","setting","place","control","american","last","fairly","prevention","trace","drop","agency","able","preventable","become","frances"
"49","january","stay","drive","quarter","countrys","concern","film","april","supermarket","suspend","furloughed","smithfield","bar","reduce","closure","remove","custody","disney","tool","recommend","federal","individual","park","angeles","gathering","medical","fine","camp","local","attend","requirement","locally","picture","event","mistake","must","food","credit","monday","officially","much","china","range","allocate","transmit","send","ron","around","japan","night","make","reach","recommendation","science","possibility","policy","safe","pan","scenario","another","completely","good","take","theory","even","remark","can","unvaccinated","let","activity","come","state","civil","midnight","ago","abroad","open","dos","performance"
"50","period","move","asia","big","china","google","social","et","work","host","utter","retail","job","texas","allow","restaurant","salon","swim","holiday","deal","park","welcome","gov","re","think","christmas","authority","operate","press","relate","can","requirement","crowd","associate","maintain","depend","additional","virginia","chief","linger","without","emphasize","fire","chile","experience","hard","consent","vaccination","tokyo","thing","release","general","trace","link","part","symptom","support","investigate","enemy","resuscitate","physical","try","another","tool","like","several","reach","know","employee","indoor","rend","capacity","sanction","three","agree","access","access","ago","pcr"
