"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"27","now","target","platform","police","handle","task","gaetz","press","economic","republican","evers","abortion","praise","threat","capitol","testify","bipartisan","approve","universal","presidential","plan","mcenany","mcconnell","campaign","reopen","today","aide","gohmert","tell","nigerian","will","human","human","city","produce","debate","work","member","christie","news","newspaper","court","chuck","congress","point","leadership","protection","lawmaker","individual","night","proposal","presidentelect","require","joe","former","send","democratic","family","rule","bidens","world","pandemic","tuesday","cnn","love","per","donate","facebook","protein","use","president","chan","claim","accord","expectation","access","driver","job","contractor"
"28","put","central","theory","outbreak","level","say","political","proposal","treasury","senator","loan","party","criticism","call","us","us","senate","senate","information","attend","postpone","comment","oklahoma","place","tell","though","wear","adams","anything","murphy","donald","hall","school","significant","safe","schaffner","contain","conley","member","joe","raise","day","nasdaq","kelly","trump","senator","round","schumer","fund","however","president","regular","information","american","tax","stimulus","propose","push","couple","business","comment","host","yoon","pharmaceutical","bottom","open","house","build","restriction","plan","pass","proof","include","account","certainly","accord","enable","also","vaccination"
"29","speak","platform","social","member","hh","brief","democrat","american","massie","speaker","supreme","bill","tough","us","offer","mike","general","association","money","mike","county","remark","ask","attend","claim","re","deborah","adviser","palace","problem","accuse","can","kamala","program","cdcs","cleveland","conference","hold","michigan","place","campaign","full","fall","gimenez","leadership","unemployment","benefit","pay","increase","global","distribution","letter","will","billion","particle","member","provision","shop","democratic","trillion","robert","unlikely","transparent","organization","citation","create","business","drugmaker","support","meanwhile","recovery","worker","hospitalize","across","shot","account","skepticism","take","combat"
"30","handle","freedom","face","face","american","doctor","wajngarten","democrat","mnuchin","administration","source","lawmaker","force","struggle","statement","staffer","press","oppose","senate","decree","cnns","mask","arizona","case","statement","anthony","follow","contain","concern","able","delay","drug","use","send","official","giroir","chief","attend","spend","analysis","april","member","sp","saturday","caucus","local","hill","sign","sander","put","last","pandemic","republican","process","joe","week","joe","vice","weekend","credit","transmission","hypothesis","surface","mix","say","leader","write","socially","affair","economic","though","day","sign","act","booster","across","cnn","measure","extend"
"31","level","front","wuhan","major","alex","supplemental","say","relief","final","suggest","weather","call","congressional","november","nancy","contact","agency","political","hahn","room","penny","tell","step","brief","cnn","april","penny","video","moment","predict","life","democratic","tell","britains","page","staff","senior","iowa","coronavirus","priority","anyone","risk","low","reuters","mccarthy","vote","negotiation","legislation","billion","dow","hold","wear","speed","gop","secretary","bipartisan","plan","gain","democrat","phase","community","intermediate","foreign","watch","moment","collaboration","send","diagnostics","redfield","ban","america","child","among","action","director","act","trump","step","specific"
"32","communist","doctor","alarm","information","political","want","campaign","mcconnell","nancy","get","delay","moon","minnesota","senator","response","committee","reopen","advocacy","ministry","inglesby","per","slow","encourage","mike","nation","probably","see","fact","honor","surprise","massive","go","secretary","service","information","app","urban","receive","biden","last","important","dozen","leadership","defense","member","package","push","assistance","help","subject","back","withdraw","supply","democratic","bidens","proposal","member","turn","legislation","quickly","originate","find","meeting","approximately","vast","application","member","kerkhove","contribute","billion","family","demand","death","activate","announce","action","approach","care","president"
"33","lead","question","hubei","state","charge","emergency","pelosi","package","mcconnell","want","stimulus","capitol","leader","mitch","agency","member","democrat","personal","donald","pass","ask","duda","azar","jacksonville","early","meet","false","office","donald","responsibility","hahn","donald","word","home","carrier","stay","surround","night","symptom","continue","thing","captain","covid","owner","package","negotiation","point","open","send","bank","dos","murthy","former","trump","stimulus","need","committee","go","harris","directly","clip","mission","origin","service","advise","chinese","can","save","close","central","read","keep","chief","actively","work","activate","site","unvaccinated","reiterate"
"34","spread","become","cctv","transparency","act","lawmaker","sen","act","approve","money","fund","burks","business","poll","lama","will","believe","suspend","person","weekly","average","jest","alexander","recommendation","though","person","carnival","republican","near","prison","house","brett","think","defense","cough","antigen","staffer","superspreader","cancel","night","administration","jewish","tell","confirm","speaker","agree","pelosi","republican","night","nasdaq","production","plan","joe","stimulus","medical","congress","lose","power","tax","direct","organization","access","form","distribution","regular","meet","risk","psaki","online","hold","director","already","find","acute","modernas","actively","answer","member","department"
"35","committee","page","epidemic","beijing","bipartisan","expect","force","re","call","crisis","mnuchin","parliamentary","call","late","journalist","press","recent","assembly","republican","carolina","local","weekend","uscis","administration","relationship","secretary","positive","lee","tweet","example","drug","diagnostics","every","antigen","nose","pcr","underway","hospital","mexico","knowledge","several","halloween","big","come","nothing","give","proposal","democrat","deal","sp","guideline","world","slow","payment","knot","together","hold","vote","receive","get","team","scientist","know","response","source","nation","oxygen","money","tuesday","local","whether","effort","place","add","crucial","acute","people","include","wednesday"
"36","will","several","critical","criticism","czar","official","tax","crisis","lawmaker","act","absentee","congress","refer","fight","provide","virus","crisis","governor","emergency","upward","arena","wear","meet","secretary","school","expert","yellow","therapeutics","election","continue","secretary","american","get","opportunity","sneeze","halt","capitol","whether","official","didnt","sunday","employee","dozen","party","sens","small","provision","senate","majority","weigh","economic","promise","fit","will","tradition","federal","party","opportunity","press","assistance","report","future","transmission","important","among","hear","secretary","wednesday","raise","level","assist","international","tell","additional","yet","add","point","write","workforce"
"37","china","daily","ambassador","man","schumer","industry","fund","rep","majority","deal","speaker","fund","brazil","oversight","focus","robert","response","task","rep","will","lawsuit","agent","political","temperature","disease","try","donald","watch","control","speak","email","school","administration","dhsc","group","covid","week","town","person","supreme","infect","return","kong","late","tuesday","round","manchin","aide","leader","ceremony","will","incoming","astm","forward","good","trillion","trillion","ramp","dependent","official","time","brief","highly","contact","emission","northern","world","china","outbreak","announce","bureau","every","large","address","africa","additional","now","mitigation","schedule"
"38","zhou","speech","handle","cooperation","doctor","li","come","think","democratic","lawmaker","task","business","away","wrong","issue","republican","serious","limit","washington","guarantee","gather","meet","mandate","meet","source","go","socially","familiar","service","prevent","presidential","will","screen","detect","breathe","contract","say","clear","jersey","reiner","saturday","quarantine","wall","virus","talk","majority","mitch","jobless","tax","unemployment","human","memo","cox","unemployment","improve","performance","harris","remark","round","system","evidence","chinese","department","vaccine","international","parliament","previously","together","democratic","year","position","group","note","adhanom","reduction","address","across","vaccination","push"
"39","top","try","miss","blame","task","expand","collins","campaign","rep","economic","poll","south","lawmaker","speak","unite","convention","pelosi","interview","force","leader","sanitizer","supporter","leader","guidance","guideline","bad","familiar","account","dr","room","door","elect","vice","achieve","previous","morning","governor","monitor","seven","virus","experience","treatment","parliament","friday","attempt","leader","struggle","veto","mitch","income","quickly","swear","secretary","sen","support","wage","hike","something","aide","soon","prevention","theory","government","effort","walensky","community","priority","woman","level","dos","salvador","visit","work","administration","india","adhanom","hit","affair","indicate"
"40","mayor","spark","local","effort","crisis","address","individual","get","secretary","governor","forward","republican","election","michigan","member","katie","ford","every","familiar","cnn","task","phoenix","extension","strongly","top","conference","official","repeatedly","talk","pandemic","read","result","will","tell","remove","area","include","trace","saturday","pences","sevenday","recently","rally","await","happen","money","drop","agreement","march","pandemic","schumer","transition","involve","counterproposal","rep","trump","reconciliation","israel","garden","economic","brief","draft","top","aircraft","emerge","approve","relation","japan","around","measure","panama","state","aviation","administrative","south","administration","collins","defense","need"
"41","leader","party","force","declare","government","think","selfquarantine","ask","administration","trillion","scientist","session","impeachment","american","mcconnell","wear","custody","us","payroll","official","sevenday","test","communication","washington","expert","unfortunately","governor","american","soldier","want","look","responsibility","partisan","pharmacy","aerosol","official","john","virus","fight","go","midnight","zoom","lamont","senate","economic","trump","final","get","week","low","pandemic","presidency","cnn","direct","performance","benefit","parliamentarian","call","rescue","sign","transmit","freeze","unite","away","estimate","effort","kerkhove","small","billion","take","economist","get","breathe","admit","one","administrative","get","add","test"
"42","house","communist","early","government","money","federal","attendee","pay","aide","treasury","hold","rule","push","source","obama","anthony","prevention","page","official","information","night","speak","committee","way","cite","cdc","participate","cnn","rally","chicago","national","cite","play","hh","result","center","critical","staff","someone","biden","isolate","president","gop","senator","something","issue","include","agree","make","white","change","address","ask","act","yellen","increase","hour","enough","passage","rollout","unlikely","extremely","complete","camp","just","family","van","delivery","since","city","revise","work","difficulty","advice","pandemic","admit","push","call","implement"
"43","face","online","tweet","lead","congress","schumer","vote","meet","capitol","presidential","money","authorize","bolsonaro","context","secretary","penny","woman","urge","context","secretary","despite","american","election","ask","particular","coronavirus","red","security","joe","vaccine","american","plan","unite","rapid","people","first","detect","time","weekend","kushner","question","london","picture","pet","statement","get","member","donald","trillion","modi","delay","official","requirement","capitol","richmond","fund","rule","feel","sign","help","back","pathway","soon","section","clean","undergo","green","write","holland","death","say","along","practice","advise","will","advice","talk","york","likely"
"44","centralize","report","state","epidemic","human","talk","secretary","democratic","economy","primary","schedule","handle","gun","radio","law","force","test","ban","less","cnns","attendee","election","sticker","wear","lie","tone","administration","misinformation","silence","center","background","failure","house","use","respiratory","department","multiple","official","african","bell","father","linger","cnn","putin","now","side","agreement","program","democrat","restriction","critical","challenge","task","congressional","help","support","advance","trump","small","small","bill","international","sinovac","technology","support","wide","tool","interview","surround","many","white","bureau","spokesperson","adviser","people","advise","every","push","measure"
"45","human","response","wang","virus","just","hear","leader","pelosi","congressional","brazil","tony","state","bill","inject","penny","twitter","remember","homeland","leader","read","analysis","reiner","believe","fundraiser","appearance","convention","robert","fox","unite","safely","policy","hancock","failure","hygiene","federal","contact","adviser","campaign","diagnosis","year","particular","severity","session","stock","break","program","support","measure","program","law","message","full","national","proposal","fund","require","leader","sunday","eligible","top","novel","global","respect","transmit","roll","donate","directive","impact","proposal","will","show","departure","sharp","advisory","new","adviser","help","direct","fight"
"46","stand","put","target","spread","even","inslee","relief","speak","paul","payment","familiar","paper","economy","union","presidential","miller","selfquarantine","philippines","consent","mode","story","murtaugh","presidential","totally","repeatedly","west","present","everything","putin","guidance","esper","assistant","diagnostics","mix","process","home","statement","mistake","grand","list","function","read","direct","mike","money","member","pass","small","go","street","can","slow","payment","transportation","job","threat","happen","good","go","additional","reporter","expert","call","corp","immunity","facilitate","group","treat","inoculate","construction","leave","despite","instruction","affair","vaccinate","advisory","important","come","include"
"47","responsibility","call","post","wuhan","source","appropriation","marlago","stimulus","minority","check","bid","schumer","several","majority","joint","hear","argue","democratic","approval","platform","indoor","forward","pences","presidential","example","office","committee","virtually","breach","expect","display","million","protective","indicate","agency","available","young","former","debate","declare","charles","market","selfisolating","seat","nancy","mitch","need","video","federal","employment","law","response","effort","change","political","consumer","secretary","life","administration","party","sanjay","spread","information","sometimes","alarm","digital","pend","within","taiwanese","flow","month","experience","anxiety","affect","variant","affair","information","want","spread"
"48","force","weibo","chief","act","work","remark","contact","treasury","mitch","move","donald","pelosi","court","administration","wind","next","protester","manila","authorization","app","large","joke","voice","speech","anthony","describe","statement","tell","mexicos","right","us","major","type","multiple","mouth","within","appear","gov","nominee","come","selfisolating","comment","blunt","spokesman","sen","payment","sen","trillion","act","mean","dollar","policy","use","party","raise","floor","everything","support","child","stimulus","direct","outbreak","step","choose","important","excess","assistance","uk","import","name","political","family","choice","affiliate","ability","affect","dr","knowledge","member"
"49","prevention","tweet","read","adviser","publicly","get","discuss","senator","aid","donald","committee","ballot","american","cell","available","disease","progressive","need","legislation","election","kevin","first","curve","command","tension","nation","power","full","member","american","twitter","statement","rapid","eligible","traveler","cdc","cdc","viral","kamala","provide","symptom","voter","good","woman","treasury","protection","democratic","treasury","family","risk","trillion","ask","order","broad","act","budget","bipartisan","protect","head","unemployment","aim","food","biden","remark","really","shapps","external","country","basis","shut","economic","inform","penalty","african","able","affiliate","hold","get","end"
"50","contain","time","put","failure","secretary","republican","bill","mike","bipartisan","american","nancy","adjourn","rally","vice","stockpile","full","problem","secretary","national","montgomery","concern","despite","hospitalization","surge","suggest","give","hear","biden","morning","brief","familiar","campaign","repeatedly","cite","mike","head","monday","jersey","weekly","follow","see","expose","rep","street","election","even","even","capitol","receive","light","democrat","sign","discussion","legislation","gap","filtration","amendment","press","leadership","chamber","extremely","concern","international","gen","distribution","enough","operational","first","nonessential","station","propose","recommendation","inflammation","afternoon","abroad","african","johnson","spread","will"
